"BoroCT2010","County_name","State_name","Tot_Population_ACS_08_12","Males_ACS_08_12","Females_ACS_08_12","Pop_under_5_ACS_08_12","Pop_5_17_ACS_08_12","Pop_18_24_ACS_08_12","Pop_25_44_ACS_08_12","Pop_45_64_ACS_08_12","Pop_65plus_ACS_08_12","Hispanic_ACS_08_12","NH_White_alone_ACS_08_12","NH_Blk_alone_ACS_08_12","NH_AIAN_alone_ACS_08_12","NH_Asian_alone_ACS_08_12","NH_NHOPI_alone_ACS_08_12","NH_SOR_alone_ACS_08_12","Pop_5yrs_Over_ACS_08_12","Othr_Lang_ACS_08_12","Age5p_Only_English_ACS_08_12","Age5p_Spanish_ACS_08_12","Age5p_French_ACS_08_12","Age5p_FrCreole_ACS_08_12","Age5p_Italian_ACS_08_12","Age5p_Portuguese_ACS_08_12","Age5p_German_ACS_08_12","Age5p_Yiddish_ACS_08_12","Age5p_WGerman_ACS_08_12","Age5p_Scandinavian_ACS_08_12","Age5p_Greek_ACS_08_12","Age5p_Russian_ACS_08_12","Age5p_Polish_ACS_08_12","Age5p_SRBCroatian_ACS_08_12","Age5p_OthSlavic_ACS_08_12","Age5p_Armenian_ACS_08_12","Age5p_Persian_ACS_08_12","Age5p_Gujarati_ACS_08_12","Age5p_Hindi_ACS_08_12","Age5p_Urdu_ACS_08_12","Age5p_OthIndic_ACS_08_12","Age5p_OthEuro_ACS_08_12","Age5p_Chinese_ACS_08_12","Age5p_Japanese_ACS_08_12","Age5p_Korean_ACS_08_12","Age5p_Cambodian_ACS_08_12","Age5p_Hmong_ACS_08_12","Age5p_Thai_ACS_08_12","Age5p_Laotian_ACS_08_12","Age5p_Vietnamese_ACS_08_12","Age5p_OthAsian_ACS_08_12","Age5p_Tagalog_ACS_08_12","Age5p_OthPacIsl_ACS_08_12","Age5p_Navajo_ACS_08_12","Age5p_NativeNAm_ACS_08_12","Age5p_Hungarian_ACS_08_12","Age5p_Arabic_ACS_08_12","Age5p_Hebrew_ACS_08_12","Age5p_African_ACS_08_12","Age5p_OthUnSp_ACS_08_12","Pop_25yrs_Over_ACS_08_12","Not_HS_Grad_ACS_08_12","College_ACS_08_12","Pov_Univ_ACS_08_12","Prs_Blw_Pov_Lev_ACS_08_12","Civ_labor_16plus_ACS_08_12","Civ_emp_16plus_ACS_08_12","Civ_unemp_16plus_ACS_08_12","Civ_labor_16_24_ACS_08_12","Civ_emp_16_24_ACS_08_12","Civ_unemp_16_24_ACS_08_12","Civ_labor_25_44_ACS_08_12","Civ_emp_25_44_ACS_08_12","Civ_unemp_25_44_ACS_08_12","Civ_labor_45_64_ACS_08_12","Civ_emp_45_64_ACS_08_12","Civ_unemp_45_64_ACS_08_12","Civ_labor_65plus_ACS_08_12","Civ_emp_65plus_ACS_08_12","Civ_unemp_65plus_ACS_08_12","Pop_1yr_Over_ACS_08_12","Diff_HU_1yr_Ago_ACS_08_12","Born_US_ACS_08_12","Born_foreign_ACS_08_12","US_Cit_Nat_ACS_08_12","NON_US_Cit_ACS_08_12","ENG_VW_SPAN_ACS_08_12","ENG_VW_INDO_EURO_ACS_08_12","ENG_VW_API_ACS_08_12","ENG_VW_OTHER_ACS_08_12","ENG_VW_ACS_08_12","Rel_Family_HHD_ACS_08_12","MrdCple_Fmly_HHD_ACS_08_12","Not_MrdCple_HHD_ACS_08_12","Female_No_HB_ACS_08_12","NonFamily_HHD_ACS_08_12","Sngl_Prns_HHD_ACS_08_12","HHD_PPL_Und_18_ACS_08_12","Tot_Prns_in_HHD_ACS_08_12","Rel_Child_Under_6_ACS_08_12","HHD_Moved_in_ACS_08_12","PUB_ASST_INC_ACS_08_12","Med_HHD_Inc_ACS_08_12","Aggregate_HH_INC_ACS_08_12","Tot_Housing_Units_ACS_08_12","Tot_Occp_Units_ACS_08_12","Tot_Vacant_Units_ACS_08_12","Renter_Occp_HU_ACS_08_12","Owner_Occp_HU_ACS_08_12","Single_Unit_ACS_08_12","MLT_U2_9_STRC_ACS_08_12","MLT_U10p_ACS_08_12","Mobile_Homes_ACS_08_12","Crowd_Occp_U_ACS_08_12","Occp_U_NO_PH_SRVC_ACS_08_12","No_Plumb_ACS_08_12","Recent_Built_HU_ACS_08_12","Med_House_value_ACS_08_12","Aggr_House_Value_ACS_08_12","Low_Response_Score","avg_Tot_Prns_in_HHD_ACS_08_12"
"2035000","Bronx County","New York",2084,1018,1066,138,443,190,641,447,225,551,93,1264,0,148,0,0,1946,526,1420,33,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,146,356,2084,436,1092,854,238,164,135,29,546,370,176,342,321,21,40,28,12,2084,133,1360,724,338,386,0,12,0,0,12,548,248,440,276,140,103,336,2084,136,50,13,"$71,436","$53,670,100",716,688,28,309,379,326,350,23,17,47,25,0,0,"$386,700","$140,416,000",28.920584766,3.0290697674
"2035100","Bronx County","New York",2941,1621,1320,51,315,1152,519,635,269,699,1756,239,0,193,0,12,2890,1000,1890,184,29,0,0,0,0,0,0,0,0,49,0,0,9,0,0,0,0,0,0,0,17,0,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1423,103,838,1998,262,1595,1337,258,476,414,62,432,337,95,582,490,92,105,96,9,2941,459,2332,609,412,197,20,7,15,0,42,410,231,720,94,541,423,184,1967,59,152,35,"$66,445","$96,870,000",1160,951,209,592,359,192,200,768,0,12,14,29,0,"$315,300","$215,546,000",25.122922289,2.0683491062
"2035600","Bronx County","New York",2208,1085,1123,79,435,232,461,672,329,589,147,1317,0,53,0,11,2129,496,1633,144,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1462,197,333,2204,212,1136,996,140,176,117,59,394,326,68,497,484,13,69,69,0,2192,134,1475,733,537,196,34,2,0,0,36,562,313,353,199,104,99,309,2194,135,24,35,"$57,500","$54,604,600",710,666,44,172,494,331,325,8,46,13,8,13,0,"$440,200","$202,685,000",28.578591754,3.2942942943
"2035800","Bronx County","New York",8283,3562,4721,633,1742,934,2005,2173,796,1167,53,6716,0,143,0,56,7650,1486,6164,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,251,0,4974,735,1265,8243,598,4296,3340,956,692,309,383,1543,1290,253,1917,1623,294,144,118,26,8229,427,4717,3566,2525,1041,53,0,0,33,86,1769,1034,1352,593,617,557,1116,8241,497,125,0,"$62,991","$175,037,000",2430,2386,44,1009,1377,1042,1307,81,0,247,26,26,0,"$439,700","$715,147,000",27.805763389,3.4538977368
"2035900","Bronx County","New York",1813,784,1029,93,394,307,413,500,106,1305,35,461,0,0,0,0,1720,1153,567,466,28,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1019,298,55,1813,592,951,761,190,142,86,56,382,303,79,393,343,50,34,29,5,1797,72,1376,437,249,188,149,0,0,0,149,481,155,506,307,180,174,295,1813,77,20,105,"$25,979","$22,282,500",694,661,33,647,14,27,50,617,0,50,80,13,8,"$477,800","$6,850,000",36.496430037,2.7428139183
"2036000","Bronx County","New York",3336,1648,1688,165,554,281,889,974,473,902,483,1607,64,168,0,48,3171,1038,2133,127,0,6,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2336,412,654,3126,381,1636,1384,252,246,170,76,785,654,131,543,498,45,62,62,0,3287,423,2248,1088,661,427,14,0,0,0,14,698,445,494,223,241,210,307,3116,134,35,43,"$67,768","$71,192,000",1021,939,82,458,481,360,605,56,0,73,0,0,0,"$448,300","$218,651,000",24.295667847,3.3184238552
"2036100","Bronx County","New York",5370,2093,3277,350,1106,766,1175,1366,607,4161,41,1100,0,0,0,54,5020,3459,1561,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3148,1419,143,5316,2792,1957,1526,431,414,158,256,879,718,161,617,603,14,47,47,0,5345,358,3525,1845,713,1132,676,0,0,0,676,1301,365,1680,891,744,744,816,5345,294,177,238,"$14,133","$48,411,500",2198,2045,153,2038,7,46,211,1941,0,80,104,44,0,"","",36.854482033,2.6136919315
"2036300","Bronx County","New York",7802,3722,4080,657,1964,823,2286,1527,545,6161,38,1389,0,145,0,0,7145,5363,1782,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,86,4358,1857,359,7759,3150,3299,2685,614,627,299,328,1876,1669,207,740,661,79,56,56,0,7747,519,5427,2375,851,1524,657,0,0,41,698,1872,315,2222,1219,665,609,1348,7742,576,189,309,"$20,171","$82,811,800",2627,2537,90,2406,131,0,367,2260,0,321,339,0,0,"$531,700","",39.563388195,3.0516357903
"2036400","Bronx County","New York",2355,913,1442,39,450,286,633,651,296,166,8,2172,0,9,0,0,2316,305,2011,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1580,316,300,2355,345,1390,1137,253,215,160,55,585,518,67,513,403,110,77,56,21,2355,229,1215,1140,836,304,0,0,0,0,0,598,214,681,321,297,260,320,2351,33,64,52,"$45,924","$50,163,500",935,895,40,513,382,312,563,60,0,51,45,0,0,"$379,500","$140,317,000",28.67106342,2.6268156425
"2036501","Bronx County","New York",3606,1534,2072,289,832,405,1103,783,194,1560,44,1894,0,95,0,0,3317,1961,1356,452,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,2080,834,240,3606,1389,1513,1244,269,234,166,68,878,708,170,390,359,31,11,11,0,3483,349,2457,1149,323,826,202,20,18,39,279,780,157,1192,588,569,442,478,3606,192,102,255,"$22,344","$37,978,900",1425,1349,76,1266,83,57,213,1155,0,146,82,49,0,"$319,400","",36.999322835,2.6730911787
"2036502","Bronx County","New York",2231,1048,1183,99,540,356,637,463,136,1628,0,603,0,0,0,0,2132,1441,691,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,29,19,1236,570,115,2211,1082,1070,805,265,261,139,122,531,401,130,278,265,13,0,0,0,2217,196,1382,849,250,599,120,0,0,18,138,491,177,523,280,209,150,328,2125,99,34,100,"$20,567","$26,234,000",789,700,89,588,112,66,252,471,0,88,89,27,0,"$474,300","$49,666,300",37.380163376,3.0357142857
"2036700","Bronx County","New York",2255,1063,1192,255,631,370,461,433,105,1811,29,403,0,7,0,0,2000,1295,705,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,999,519,47,2102,1193,816,684,132,227,155,72,331,310,21,258,219,39,0,0,0,2219,371,1702,553,242,311,160,0,0,23,183,464,125,487,294,148,118,341,1886,179,46,66,"$17,390","$16,193,900",712,612,100,538,74,55,163,466,0,50,57,0,0,"$493,100","$34,435,000",37.164638217,3.0816993464
"2036800","Bronx County","New York",2019,826,1193,162,614,113,599,417,114,578,20,1392,0,0,0,0,1857,588,1269,27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1130,200,332,1992,248,1037,789,248,175,47,128,519,451,68,312,260,52,31,31,0,1958,267,1425,594,379,215,0,0,0,0,0,454,224,403,172,173,154,341,1918,96,36,18,"$60,042","$37,324,300",661,627,34,281,346,228,385,48,0,6,9,0,0,"$351,000","$120,238,000",29.198714678,3.0590111643
"2036901","Bronx County","New York",2273,963,1310,290,488,320,533,438,204,1864,8,365,0,36,0,0,1983,1528,455,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1175,482,95,2273,1324,735,619,116,108,55,53,387,360,27,225,189,36,15,15,0,2266,308,1797,476,161,315,172,0,0,0,172,510,120,596,359,206,206,255,2264,192,82,111,"$13,188","$21,868,300",814,716,98,716,0,7,151,656,0,134,62,0,0,"","",37.3627709,3.1620111732
"2036902","Bronx County","New York",2250,1044,1206,172,466,225,792,459,136,1300,10,870,0,0,0,0,2078,1283,795,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,1387,332,183,2231,814,1102,986,116,192,173,19,675,588,87,235,225,10,0,0,0,2237,336,1614,636,236,400,100,0,0,0,100,550,116,629,315,195,183,341,2204,174,56,100,"$34,726","$31,584,600",807,745,62,704,41,20,74,676,37,94,8,15,0,"$385,400","",37.656575116,2.9583892617
"2037000","Bronx County","New York",2577,1175,1402,62,319,370,736,795,295,672,99,1667,102,9,0,0,2515,696,1819,122,58,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826,426,376,2577,142,1491,1230,261,223,114,109,566,487,79,613,572,41,89,57,32,2577,223,1437,1140,715,425,7,19,0,0,26,612,325,477,226,190,163,231,2577,71,56,10,"$63,021","$57,904,100",860,802,58,312,490,389,452,19,0,34,15,16,0,"$419,100","$206,128,600",28.008975202,3.2132169576
"2037100","Bronx County","New York",3606,1701,1905,220,552,513,821,942,558,2221,39,1314,0,0,0,28,3386,1908,1478,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2321,813,407,3606,1292,1565,1198,367,371,190,181,582,522,60,547,421,126,65,65,0,3562,392,2534,1072,477,595,471,0,0,0,471,830,249,1420,516,839,795,453,3600,190,175,203,"$20,462","$48,856,100",1789,1669,120,1447,222,145,387,1257,0,141,158,17,0,"$311,800","$59,985,000",32.862959725,2.1569802277
"2037200","Bronx County","New York",2392,1206,1186,245,302,233,882,501,229,712,28,1468,0,108,30,5,2147,840,1307,168,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1612,247,457,2384,340,1338,1111,227,180,107,73,731,577,154,376,376,0,51,51,0,2373,332,1488,904,613,291,11,18,11,0,40,539,209,570,273,240,206,329,2365,175,100,26,"$54,330","$55,559,800",833,779,54,528,251,195,434,204,0,59,11,0,0,"$351,400","$195,134,000",29.972052477,3.0359435173
"2037300","Bronx County","New York",4785,2239,2546,439,1297,689,1230,907,223,3162,265,1256,0,50,0,22,4346,3002,1344,838,19,18,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,69,0,2360,665,356,4768,1692,1807,1510,297,327,170,157,849,737,112,588,560,28,43,43,0,4704,609,3080,1705,767,938,172,9,0,0,181,1059,310,1225,593,476,406,849,4769,349,184,169,"$29,907","$69,743,100",1835,1535,300,1275,260,224,391,1205,15,229,147,86,24,"$332,800","$73,073,000",35.28054157,3.1068403909
"2037400","Bronx County","New York",3130,1366,1764,332,690,322,651,800,335,1562,29,1410,0,64,0,49,2798,1201,1597,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1786,519,104,3130,1308,1046,843,203,117,79,38,416,340,76,449,360,89,64,64,0,3043,256,2564,566,288,278,175,0,0,0,175,864,216,1162,635,514,505,496,3130,221,34,174,"$20,149","$40,999,900",1452,1378,74,1297,81,72,250,1130,0,97,74,0,0,"$416,700","",34.56787274,2.2714078374
"2037504","Bronx County","New York",4464,1997,2467,450,1125,478,1078,824,509,2912,389,1159,0,4,0,0,4014,2509,1505,772,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,2411,1160,160,4003,2188,1233,1028,205,232,193,39,678,551,127,310,284,26,13,0,13,4382,607,3583,881,463,418,227,10,0,30,267,909,232,1012,572,335,260,652,4001,357,117,225,"$15,929","$35,670,100",1305,1244,61,1171,73,46,148,1111,0,215,93,22,5,"$316,700","",36.586446375,3.2162379421
"2037600","Bronx County","New York",2696,1276,1420,234,551,283,718,614,296,634,128,1489,88,357,0,0,2462,866,1596,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,179,0,0,0,0,0,22,0,1628,437,461,2639,533,1111,945,166,162,106,56,599,508,91,336,317,19,14,14,0,2622,361,1408,1288,738,550,42,0,0,0,42,527,240,455,222,168,108,394,2617,199,77,43,"$44,384","$38,933,100",802,695,107,429,266,86,426,290,0,95,11,0,0,"$481,600","$112,147,000",31.353663435,3.7654676259
"2037800","Bronx County","New York",3215,1359,1856,224,723,464,839,696,269,1051,103,2061,0,0,0,0,2991,1136,1855,462,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1804,512,365,3215,531,1730,1377,353,403,209,194,686,589,97,566,527,39,75,52,23,3192,185,2034,1181,765,416,117,20,0,0,137,772,216,850,428,294,263,483,3202,227,77,89,"$39,369","$53,634,300",1099,1066,33,881,185,15,487,597,0,128,11,0,0,"$415,300","$68,696,000",33.343151065,3.0037523452
"2037900","Bronx County","New York",5342,2203,3139,770,1057,1031,1335,827,322,3075,0,2267,0,0,0,0,4572,2966,1606,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,2484,1047,181,5278,2232,2088,1663,425,616,504,112,915,694,221,557,465,92,0,0,0,5235,1126,3685,1657,659,998,251,0,0,32,283,1135,257,1257,727,379,344,883,5162,498,202,279,"$23,125","$69,307,100",1662,1514,148,1437,77,64,296,1302,0,267,107,105,0,"$318,400","",37.613829594,3.4095112285
"2038000","Bronx County","New York",4102,1883,2219,176,1117,160,1144,898,607,438,214,3194,1,53,0,0,3926,796,3130,139,47,0,0,0,0,0,0,0,0,22,102,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,2649,533,568,4044,1122,1887,1729,158,160,135,25,960,887,73,682,626,56,85,81,4,4086,210,2964,1138,592,546,60,34,0,0,94,872,281,1238,487,647,542,569,4044,182,190,110,"$33,207","$75,300,800",1786,1519,267,1150,369,146,952,688,0,110,0,42,0,"$319,800","$106,498,000",30.13973942,2.6622778144
"2038100","Bronx County","New York",5923,3022,2901,513,843,793,1774,1550,450,4587,63,1115,0,83,0,50,5410,4421,989,1842,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,318,0,3774,1308,437,5845,2166,3189,2803,386,547,446,101,1550,1313,237,1045,997,48,47,47,0,5775,651,3165,2758,1039,1719,585,13,0,85,683,1325,444,1680,510,799,606,909,5872,448,159,178,"$26,930","$79,638,500",2261,2124,137,2022,102,130,151,1980,0,279,204,32,0,"$444,800","",36.410492596,2.7645951036
"2038200","Bronx County","New York",2578,1155,1423,242,587,232,800,451,266,605,30,1942,0,1,0,0,2336,679,1657,104,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517,340,310,2578,441,1240,1035,205,197,133,64,682,607,75,300,260,40,61,35,26,2521,140,1779,799,585,214,15,0,0,0,15,600,232,547,345,179,179,404,2573,188,37,67,"$41,322","$43,001,500",872,779,93,395,384,327,494,51,0,6,22,33,0,"$431,800","$159,105,000",31.709317027,3.3029525032
"2038301","Bronx County","New York",4726,2194,2532,612,1140,601,1386,791,196,3495,78,1135,0,18,0,0,4114,3235,879,1119,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,2373,871,212,4697,1808,1958,1686,272,389,297,92,1051,909,142,486,448,38,32,32,0,4657,515,2559,2167,700,1467,282,42,0,27,351,1022,335,1140,564,453,377,819,4620,332,100,102,"$25,668","$50,593,600",1579,1475,104,1443,32,65,169,1345,0,301,49,16,0,"$514,700","",37.674625972,3.1322033898
"2038302","Bronx County","New York",5171,2266,2905,375,1353,568,1497,1096,282,2473,0,2535,0,0,0,0,4796,2458,2338,830,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,2875,1220,304,5161,2687,2122,1591,531,322,162,160,1000,732,268,767,664,103,33,33,0,5152,550,4028,1143,488,655,255,13,0,17,285,1210,275,1518,869,583,544,821,5093,334,83,335,"$16,528","$62,866,800",1879,1793,86,1768,25,0,222,1657,0,149,64,0,0,"$30,800","",38.032995245,2.8404907975
"2038500","Bronx County","New York",4535,2183,2352,316,986,614,1520,765,334,3174,84,1134,54,0,0,89,4219,3038,1181,1346,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,190,0,2619,1129,331,4509,2290,1775,1459,316,214,186,28,1131,896,235,404,351,53,26,26,0,4450,821,2739,1796,568,1228,470,5,0,34,509,874,260,1172,469,558,467,621,4313,333,189,273,"$19,063","$41,485,200",1665,1432,233,1331,101,74,430,1161,0,224,73,59,0,"$539,600","$46,037,800",37.960315672,3.0118715084
"2038600","Bronx County","New York",7579,3497,4082,714,1440,819,2259,1677,670,1469,188,5839,0,0,0,29,6865,1717,5148,168,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,4606,902,824,7493,1323,4263,3447,816,641,338,303,1827,1523,304,1471,1262,209,324,324,0,7422,1770,4218,3361,1817,1544,54,0,0,0,54,1713,747,1714,737,748,728,1047,7568,544,351,110,"$43,005","$132,115,800",2783,2461,322,1983,478,474,1229,1080,0,312,45,88,0,"$421,100","$184,385,000",31.346879176,3.075172694
"2038700","Bronx County","New York",2781,1686,1095,193,575,450,859,569,135,1781,309,601,0,74,0,0,2588,1633,955,549,16,0,21,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,55,0,1563,444,194,2762,1217,1213,1055,158,243,232,11,677,569,108,290,251,39,3,3,0,2764,673,1885,896,227,669,182,19,9,0,210,510,166,916,285,572,489,292,2751,136,263,154,"$24,324","$40,170,200",1278,1082,196,997,85,16,260,1002,0,105,118,19,0,"$356,800","$25,407,000",36.76997667,2.5425138632
"2038800","Bronx County","New York",2902,1028,1874,233,612,339,824,581,313,343,9,2541,0,0,0,0,2669,412,2257,10,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,21,0,1718,277,360,2902,627,1454,1085,369,225,141,84,753,541,212,459,386,73,17,17,0,2868,372,1695,1207,639,568,0,0,0,0,0,575,188,650,332,263,234,392,2874,240,79,44,"$45,196","$45,039,300",885,838,47,483,355,307,536,42,0,24,0,55,0,"$386,100","$140,759,000",30.699666386,3.4295942721
"2038900","Bronx County","New York",5153,2459,2694,462,1022,1160,1369,784,356,3406,1061,545,66,34,0,0,4691,3187,1504,1391,35,0,91,0,0,0,0,0,0,0,0,0,8,10,0,17,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2509,1151,194,5010,2345,2073,1821,252,580,491,89,1020,907,113,456,406,50,17,17,0,5073,1373,3153,2000,536,1464,417,114,0,7,538,988,319,1259,494,590,424,755,4994,393,248,214,"$24,649","$47,023,800",1816,1578,238,1513,65,85,587,1144,0,277,39,38,0,"$437,500","",35.205962429,3.164765526
"2039000","Bronx County","New York",3058,1395,1663,415,622,232,1088,597,104,457,45,2352,0,22,0,85,2643,621,2022,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1789,346,319,3058,685,1670,1344,326,175,128,47,978,737,241,498,460,38,19,19,0,2971,734,2025,1033,612,421,20,8,0,13,41,683,278,666,372,261,217,472,3058,309,183,96,"$34,750","$50,230,200",1064,944,120,703,241,251,704,109,0,66,22,0,0,"$436,000","",33.275729974,3.2394067797
"2039100","Bronx County","New York",6833,3283,3550,727,1637,885,2056,1038,490,4807,1008,931,0,74,0,13,6106,4893,1213,1895,0,0,98,0,29,0,0,0,0,0,0,0,90,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3584,1499,470,6830,3093,2655,2403,252,540,439,101,1509,1376,133,570,552,18,36,36,0,6733,905,4383,2450,793,1657,406,100,0,0,506,1541,416,1712,809,587,443,1076,6827,526,417,308,"$24,010","$68,957,400",2397,2128,269,1979,149,78,607,1712,0,394,73,0,0,"$412,000","",35.443582937,3.2081766917
"2039200","Bronx County","New York",1758,914,844,68,387,132,535,517,119,334,24,1294,0,0,0,83,1690,524,1166,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1171,239,296,1758,522,892,694,198,53,15,38,388,298,90,439,369,70,12,12,0,1758,250,1016,742,419,323,14,0,0,7,21,379,171,414,161,206,177,196,1705,59,91,47,"$31,917","$25,916,400",619,585,34,439,146,87,237,295,0,27,17,0,0,"$433,800","",33.311694656,2.9145299145
"2039300","Bronx County","New York",7247,3019,4228,667,1540,807,2056,1426,751,4502,362,2252,0,84,0,47,6580,3862,2718,1461,70,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,32,56,4233,1872,350,7228,3869,2601,2270,331,422,353,69,1403,1172,231,704,673,31,72,72,0,7103,949,5164,2083,706,1377,554,48,43,51,696,1662,450,2589,1088,1377,1245,1106,7194,491,292,377,"$15,875","$66,482,000",3274,3039,235,2961,78,0,388,2886,0,319,259,35,0,"$538,500","",36.906342061,2.3672260612
"2039400","Bronx County","New York",4502,1917,2585,271,786,463,1135,1262,585,1324,117,2991,0,43,0,27,4231,1662,2569,382,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,2982,782,381,4260,901,2205,1897,308,274,141,133,949,858,91,926,850,76,56,48,8,4444,247,2743,1759,917,842,143,42,9,7,201,1066,424,1106,528,464,370,633,4252,229,165,108,"$38,365","$74,608,900",1592,1530,62,1296,234,126,297,1169,0,204,0,23,0,"$368,700","$79,105,000",32.795370534,2.7790849673
