"BoroCT2010","County_name","State_name","Tot_Population_ACS_08_12","Males_ACS_08_12","Females_ACS_08_12","Pop_under_5_ACS_08_12","Pop_5_17_ACS_08_12","Pop_18_24_ACS_08_12","Pop_25_44_ACS_08_12","Pop_45_64_ACS_08_12","Pop_65plus_ACS_08_12","Hispanic_ACS_08_12","NH_White_alone_ACS_08_12","NH_Blk_alone_ACS_08_12","NH_AIAN_alone_ACS_08_12","NH_Asian_alone_ACS_08_12","NH_NHOPI_alone_ACS_08_12","NH_SOR_alone_ACS_08_12","Pop_5yrs_Over_ACS_08_12","Othr_Lang_ACS_08_12","Age5p_Only_English_ACS_08_12","Age5p_Spanish_ACS_08_12","Age5p_French_ACS_08_12","Age5p_FrCreole_ACS_08_12","Age5p_Italian_ACS_08_12","Age5p_Portuguese_ACS_08_12","Age5p_German_ACS_08_12","Age5p_Yiddish_ACS_08_12","Age5p_WGerman_ACS_08_12","Age5p_Scandinavian_ACS_08_12","Age5p_Greek_ACS_08_12","Age5p_Russian_ACS_08_12","Age5p_Polish_ACS_08_12","Age5p_SRBCroatian_ACS_08_12","Age5p_OthSlavic_ACS_08_12","Age5p_Armenian_ACS_08_12","Age5p_Persian_ACS_08_12","Age5p_Gujarati_ACS_08_12","Age5p_Hindi_ACS_08_12","Age5p_Urdu_ACS_08_12","Age5p_OthIndic_ACS_08_12","Age5p_OthEuro_ACS_08_12","Age5p_Chinese_ACS_08_12","Age5p_Japanese_ACS_08_12","Age5p_Korean_ACS_08_12","Age5p_Cambodian_ACS_08_12","Age5p_Hmong_ACS_08_12","Age5p_Thai_ACS_08_12","Age5p_Laotian_ACS_08_12","Age5p_Vietnamese_ACS_08_12","Age5p_OthAsian_ACS_08_12","Age5p_Tagalog_ACS_08_12","Age5p_OthPacIsl_ACS_08_12","Age5p_Navajo_ACS_08_12","Age5p_NativeNAm_ACS_08_12","Age5p_Hungarian_ACS_08_12","Age5p_Arabic_ACS_08_12","Age5p_Hebrew_ACS_08_12","Age5p_African_ACS_08_12","Age5p_OthUnSp_ACS_08_12","Pop_25yrs_Over_ACS_08_12","Not_HS_Grad_ACS_08_12","College_ACS_08_12","Pov_Univ_ACS_08_12","Prs_Blw_Pov_Lev_ACS_08_12","Civ_labor_16plus_ACS_08_12","Civ_emp_16plus_ACS_08_12","Civ_unemp_16plus_ACS_08_12","Civ_labor_16_24_ACS_08_12","Civ_emp_16_24_ACS_08_12","Civ_unemp_16_24_ACS_08_12","Civ_labor_25_44_ACS_08_12","Civ_emp_25_44_ACS_08_12","Civ_unemp_25_44_ACS_08_12","Civ_labor_45_64_ACS_08_12","Civ_emp_45_64_ACS_08_12","Civ_unemp_45_64_ACS_08_12","Civ_labor_65plus_ACS_08_12","Civ_emp_65plus_ACS_08_12","Civ_unemp_65plus_ACS_08_12","Pop_1yr_Over_ACS_08_12","Diff_HU_1yr_Ago_ACS_08_12","Born_US_ACS_08_12","Born_foreign_ACS_08_12","US_Cit_Nat_ACS_08_12","NON_US_Cit_ACS_08_12","ENG_VW_SPAN_ACS_08_12","ENG_VW_INDO_EURO_ACS_08_12","ENG_VW_API_ACS_08_12","ENG_VW_OTHER_ACS_08_12","ENG_VW_ACS_08_12","Rel_Family_HHD_ACS_08_12","MrdCple_Fmly_HHD_ACS_08_12","Not_MrdCple_HHD_ACS_08_12","Female_No_HB_ACS_08_12","NonFamily_HHD_ACS_08_12","Sngl_Prns_HHD_ACS_08_12","HHD_PPL_Und_18_ACS_08_12","Tot_Prns_in_HHD_ACS_08_12","Rel_Child_Under_6_ACS_08_12","HHD_Moved_in_ACS_08_12","PUB_ASST_INC_ACS_08_12","Med_HHD_Inc_ACS_08_12","Aggregate_HH_INC_ACS_08_12","Tot_Housing_Units_ACS_08_12","Tot_Occp_Units_ACS_08_12","Tot_Vacant_Units_ACS_08_12","Renter_Occp_HU_ACS_08_12","Owner_Occp_HU_ACS_08_12","Single_Unit_ACS_08_12","MLT_U2_9_STRC_ACS_08_12","MLT_U10p_ACS_08_12","Mobile_Homes_ACS_08_12","Crowd_Occp_U_ACS_08_12","Occp_U_NO_PH_SRVC_ACS_08_12","No_Plumb_ACS_08_12","Recent_Built_HU_ACS_08_12","Med_House_value_ACS_08_12","Aggr_House_Value_ACS_08_12","Low_Response_Score","avg_Tot_Prns_in_HHD_ACS_08_12"
"2000100","Bronx County","New York",9741,8821,920,0,595,2931,4555,1604,56,3304,651,5484,0,202,0,8,9741,3379,6362,2676,5,46,6,13,0,0,0,0,0,45,46,0,0,0,0,0,0,0,32,7,49,0,33,0,0,16,0,0,0,0,0,0,0,0,20,0,22,0,6215,4285,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9741,8098,8196,1545,386,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,"","",NA,NA
"2000200","Bronx County","New York",4734,2310,2424,341,820,777,1286,1046,464,3117,25,1237,0,274,0,81,4393,2626,1767,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2796,569,560,4707,846,2430,2200,230,493,372,121,1050,993,57,823,771,52,64,64,0,4659,268,3523,1211,802,409,148,0,0,0,148,1014,534,769,257,289,241,571,4727,335,88,18,"$71,250","$98,114,300",1460,1303,157,478,825,786,657,17,0,192,11,30,0,"$422,200","$335,062,400",29.57558474,3.6277820414
"2000400","Bronx County","New York",5211,2633,2578,327,887,491,1751,1343,412,3465,137,1339,0,101,0,133,4884,2936,1948,712,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3506,593,978,5203,420,2900,2744,156,332,221,111,1469,1441,28,1039,1022,17,60,60,0,5144,540,3992,1219,773,446,226,0,0,0,226,1402,569,1113,563,280,183,728,5198,257,154,27,"$75,833","$150,599,600",1849,1682,167,484,1198,1139,674,23,13,46,9,0,0,"$355,300","$427,825,800",28.764991804,3.0903686088
"2001600","Bronx County","New York",5127,2332,2795,364,897,485,1254,1327,800,3343,92,1665,0,0,0,0,4763,2886,1877,1003,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,3381,1024,433,4880,861,2088,2007,81,169,169,0,1038,986,52,823,794,29,58,58,0,5067,459,3690,1437,849,588,239,0,0,21,260,1351,597,1343,674,589,578,744,4866,286,136,60,"$32,328","$90,170,000",2063,1940,123,1527,413,377,424,1262,0,102,33,43,27,"$413,800","$176,573,000",31.749156458,2.5082474227
"2001900","Bronx County","New York",2420,1363,1057,196,453,322,873,449,127,1431,304,623,0,26,0,0,2224,1294,930,762,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1449,422,190,2374,1105,1021,856,165,155,112,43,678,611,67,183,128,55,5,5,0,2368,499,1720,700,158,542,209,11,0,13,233,458,212,533,169,287,221,297,2088,137,143,96,"$29,491","$30,989,400",805,745,60,686,59,147,380,278,0,191,0,0,73,"$335,500","$16,439,000",35.622279293,2.8026845638
"2002000","Bronx County","New York",8523,3650,4873,294,2123,1020,1926,2264,896,5583,60,2615,0,128,0,0,8229,4475,3754,1246,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5086,1948,640,8485,3191,3171,2829,342,305,208,97,1237,1166,71,1533,1359,174,96,96,0,8506,1458,6808,1715,862,853,403,0,0,0,403,2112,485,2524,1382,897,882,1350,8517,327,299,324,"$22,706","$114,885,500",3162,3009,153,2599,410,510,469,2183,0,93,86,43,0,"$388,100","$160,066,000",34.303277803,2.8305084746
"2002300","Bronx County","New York",4779,1826,2953,388,923,538,1016,1203,711,3467,97,1215,0,0,0,0,4391,2961,1430,1731,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,1513,127,4777,2519,1508,1297,211,363,316,47,716,633,83,386,305,81,43,43,0,4750,402,3866,913,390,523,740,0,0,0,740,1084,233,1687,752,836,796,736,4774,334,100,247,"$13,556","$44,319,200",1991,1920,71,1912,8,8,45,1938,0,152,166,0,0,"","",36.776614243,2.4864583333
"2002400","Bronx County","New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,"","",43.696964739,NA
"2002500","Bronx County","New York",4785,2300,2485,392,1060,537,1479,873,444,3773,129,760,16,107,0,0,4393,3259,1134,2116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,34,0,0,0,0,0,89,0,14,0,2796,1385,102,4773,2455,1784,1496,288,269,168,101,1089,949,140,406,359,47,20,20,0,4739,530,3157,1628,450,1178,764,0,12,60,836,1121,330,1496,648,705,608,795,4785,332,145,193,"$14,776","$45,243,000",2083,1826,257,1785,41,75,370,1626,0,154,55,19,35,"$440,900","$13,400,000",38.710065915,2.6204819277
"2002701","Bronx County","New York",3100,1487,1613,230,679,384,804,682,321,1866,0,1234,0,0,0,0,2870,1557,1313,792,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,53,1807,776,244,3100,1371,1288,1049,239,233,138,95,625,535,90,415,376,39,15,0,15,3080,218,2526,574,147,427,268,21,0,13,302,820,228,826,525,234,165,499,3100,223,33,153,"$26,272","$39,996,000",1105,1054,51,1054,0,0,36,1069,0,55,12,0,0,"","",39.876298648,2.9411764706
"2002702","Bronx County","New York",4703,2407,2296,433,1132,758,1191,859,330,3553,18,1073,18,0,0,16,4270,2959,1311,1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2380,1188,166,4507,2102,1778,1529,249,413,302,111,893,809,84,462,408,54,10,10,0,4546,753,3154,1549,359,1190,551,0,0,0,551,1056,221,1122,684,287,236,708,4246,347,68,115,"$20,563","$34,912,200",1488,1343,145,1326,17,19,170,1299,0,67,13,22,0,"","",39.058997642,3.1615785555
"2002800","Bronx County","New York",5853,2364,3489,251,843,634,1499,1665,961,1644,9,4123,0,17,0,14,5602,2139,3463,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,30,0,0,0,94,0,4125,478,686,5850,509,3133,2860,273,323,205,118,1240,1208,32,1448,1325,123,122,122,0,5760,292,4662,1191,744,447,15,0,0,0,15,1341,503,1796,682,958,802,735,5850,227,49,31,"$49,583","$144,292,200",2409,2299,110,2054,245,68,194,2147,0,234,41,0,0,"$270,400","$62,477,000",31.310819426,2.544584602
"2003100","Bronx County","New York",1253,572,681,101,303,74,477,227,71,897,0,339,0,16,0,0,1152,893,259,359,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,775,312,135,1253,322,599,525,74,62,43,19,407,374,33,130,108,22,0,0,0,1211,33,760,493,133,360,123,18,0,29,170,360,188,285,131,113,113,220,1253,94,22,17,"$34,250","$18,109,800",553,473,80,390,83,3,57,493,0,73,0,0,0,"$55,800","",35.175681645,2.6490486258
"2003300","Bronx County","New York",3676,1689,1987,364,777,526,997,703,309,2621,47,997,0,0,0,0,3312,2225,1087,1211,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2009,875,254,3662,1684,1450,1149,301,332,207,125,737,605,132,354,310,44,27,27,0,3645,105,2490,1186,485,701,317,12,0,0,329,932,292,867,498,227,212,600,3676,286,72,109,"$21,282","$33,982,600",1234,1159,75,1016,143,125,151,958,0,180,78,0,0,"$391,200","$47,093,000",37.550404216,3.1716997412
"2003500","Bronx County","New York",3710,1874,1836,292,743,506,1268,626,275,2782,48,858,0,0,0,0,3418,2460,958,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,2169,954,165,3704,1379,1522,1294,228,241,217,24,980,811,169,244,209,35,57,57,0,3574,497,2491,1219,385,834,316,0,0,0,316,893,236,1039,563,382,338,582,3689,248,89,180,"$21,359","$36,113,600",1336,1275,61,1233,42,28,241,1045,22,115,60,32,0,"$427,600","",37.819470016,2.8933333333
"2003700","Bronx County","New York",225,147,78,21,52,17,88,47,0,212,0,13,0,0,0,0,204,126,78,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,48,0,225,59,65,57,8,8,0,8,44,44,0,13,13,0,0,0,0,225,10,225,0,0,0,8,0,0,0,8,49,36,47,0,34,34,36,225,8,23,0,"$26,116","$2,149,900",83,83,0,83,0,0,0,83,0,0,4,0,0,"","",42.00272261,2.7108433735
"2003800","Bronx County","New York",1454,657,797,109,355,161,326,384,119,707,21,690,0,0,0,0,1345,463,882,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,829,167,135,1454,607,511,424,87,30,30,0,185,132,53,269,235,34,27,27,0,1422,216,1134,320,214,106,5,0,0,0,5,341,120,287,215,66,48,155,1454,88,49,27,"$37,125","$21,594,400",443,407,36,241,166,133,192,114,4,39,0,0,0,"$472,200","$73,862,700",32.945333013,3.5724815725
"2003900","Bronx County","New York",6706,3892,2814,738,1214,732,2245,1224,553,5250,160,1008,0,288,0,0,5968,4630,1338,3195,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4022,1727,363,6635,2432,3056,2653,403,586,511,75,1852,1618,234,598,504,94,20,20,0,6536,1055,4235,2471,440,2031,813,48,30,0,891,1268,492,1464,599,688,515,804,6677,499,127,137,"$23,528","$79,953,600",2278,1956,322,1784,172,219,699,1360,0,391,151,94,0,"$507,800","$102,295,000",35.360807082,3.413599182
"2004001","Bronx County","New York",1414,622,792,77,245,138,267,429,258,489,161,184,74,316,0,0,1337,780,557,78,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,118,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,954,199,229,1414,290,612,566,46,30,30,0,200,186,14,355,323,32,27,27,0,1393,132,751,663,387,276,16,25,6,20,67,333,198,305,81,170,165,152,1414,78,58,32,"$46,418","$31,130,500",577,503,74,241,262,139,321,117,0,49,0,0,0,"$350,000","$113,715,000",27.066804534,2.8111332008
"2004100","Bronx County","New York",6311,2976,3335,620,1595,1098,1259,1254,485,4367,39,1892,0,0,0,13,5691,3342,2349,2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2998,1408,235,6249,2993,2364,1972,392,597,411,186,925,766,159,818,771,47,24,24,0,6118,213,4949,1362,560,802,672,0,0,0,672,1407,354,1624,925,571,554,1063,6266,517,40,251,"$18,590","$59,063,400",2181,1978,203,1898,80,142,331,1700,0,322,60,46,0,"$240,800","$20,587,500",36.732948058,3.1678463094
"2004200","Bronx County","New York",6752,2842,3910,623,1044,807,1587,1684,1007,3721,35,2898,0,0,0,23,6129,2525,3604,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4278,1354,634,6752,1762,2431,2217,214,290,218,72,951,907,44,1149,1064,85,41,28,13,6735,485,6049,703,477,226,488,0,0,0,488,1525,327,2371,980,1173,962,845,6752,456,122,114,"$26,378","$97,969,500",2810,2698,112,2504,194,27,265,2518,0,199,55,15,0,"$225,300","$36,472,100",33.069142977,2.5025945145
"2004300","Bronx County","New York",5036,2436,2600,551,996,555,1562,895,477,4065,39,932,0,0,0,0,4485,3156,1329,1022,11,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,2934,1160,356,4991,2233,2004,1779,225,289,172,117,1189,1149,40,475,434,41,51,24,27,4949,511,4142,894,283,611,314,11,0,24,349,1158,289,1437,718,568,501,774,5013,433,202,259,"$22,674","$55,624,200",1938,1726,212,1542,184,53,550,1335,0,147,128,64,15,"$420,200","$70,815,000",36.914507414,2.9044032445
"2004400","Bronx County","New York",4775,2125,2650,272,800,774,1080,1127,722,2835,107,1529,0,297,0,0,4503,2305,2198,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2929,1087,272,4549,1989,2027,1655,372,377,238,139,911,774,137,632,577,55,107,66,41,4747,553,3786,989,571,418,361,0,0,0,361,1108,298,1375,707,565,541,609,4567,205,64,149,"$22,478","$66,409,800",1731,1673,58,1513,160,153,204,1374,0,100,43,41,0,"$562,500","$91,295,000",34.940707337,2.7298266587
"2004600","Bronx County","New York",1985,926,1059,176,269,167,691,283,399,1527,27,421,10,0,0,0,1809,1259,550,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,693,157,1985,481,512,433,79,43,23,20,278,243,35,153,129,24,38,38,0,1936,124,1624,361,77,284,140,0,0,0,140,405,140,522,242,257,252,204,1985,147,56,53,"$23,654","$24,535,000",734,662,72,579,83,163,341,230,0,76,9,0,15,"$95,800","$13,313,000",30.580733966,2.998489426
"2004800","Bronx County","New York",4223,2157,2066,444,761,367,1264,892,495,3166,40,735,41,182,0,48,3779,2695,1084,1550,0,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,65,0,0,0,0,0,0,21,0,0,0,0,0,0,4,0,5,0,2651,1296,156,4223,1674,1674,1412,262,160,118,42,939,794,145,489,414,75,86,86,0,4149,676,2396,1827,422,1405,448,6,11,5,470,985,472,854,309,341,278,670,4212,365,129,180,"$24,928","$52,641,800",1409,1326,83,1230,96,87,174,1148,0,330,79,31,0,"$394,400","$31,775,000",35.249134219,3.1764705882
"2005001","Bronx County","New York",4897,1938,2959,436,1014,548,1503,1159,237,3266,0,1572,0,0,0,38,4461,2673,1788,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2899,1020,218,4860,1686,2338,1994,344,320,251,69,1278,1023,255,684,664,20,56,56,0,4812,720,3247,1650,591,1059,210,0,0,0,210,1060,223,1237,702,400,302,800,4837,386,131,132,"$30,504","$65,612,600",1577,1460,117,1254,206,151,611,815,0,216,37,22,0,"$450,000","$85,235,000",36.257832217,3.3130136986
"2005002","Bronx County","New York",5646,2823,2823,539,1107,983,1391,1192,434,4377,23,906,60,58,0,214,5107,4110,997,2293,63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,31,0,3017,1562,142,5617,2035,2706,2415,291,711,625,86,1121,928,193,819,807,12,55,55,0,5527,1173,2713,2933,570,2363,548,35,0,0,583,1202,419,1164,502,381,332,770,5573,352,165,187,"$30,898","$59,600,800",1909,1583,326,1541,42,26,533,1321,0,478,85,15,0,"$548,100","",38.014460241,3.520530638
"2005100","Bronx County","New York",5428,2387,3041,319,1155,577,1508,1274,595,3279,19,2120,0,10,0,0,5109,2770,2339,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,3377,1611,269,5428,2135,2191,1694,497,382,220,162,1118,873,245,625,535,90,66,66,0,5358,503,4169,1259,390,869,519,0,0,25,544,1334,267,1692,933,625,606,807,5384,307,167,202,"$19,558","$51,084,100",2036,1959,77,1959,0,39,150,1847,0,181,61,76,0,"","",38.317139195,2.7483409903
"2005200","Bronx County","New York",1877,929,948,106,285,132,530,598,226,1228,0,570,0,73,0,0,1771,1351,420,660,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,583,68,1843,722,896,659,237,79,34,45,427,333,94,362,281,81,28,11,17,1852,113,1060,817,305,512,231,0,0,0,231,464,109,599,252,244,222,202,1877,65,16,31,"$27,500","$28,057,700",805,708,97,687,21,28,194,583,0,87,23,0,0,"$370,000","",35.602772168,2.6511299435
"2005300","Bronx County","New York",3538,1594,1944,336,645,512,802,1044,199,1601,23,1868,11,0,0,20,3202,1370,1832,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2045,598,453,3463,1652,1759,1285,474,385,194,191,664,489,175,693,585,108,17,17,0,3538,439,2503,1035,550,485,222,0,0,0,222,783,103,1397,672,717,649,607,3538,240,56,293,"$16,582","$44,613,000",1869,1500,369,1500,0,11,110,1748,0,62,33,7,0,"","",39.946026269,2.3586666667
"2005400","Bronx County","New York",5840,2935,2905,544,886,843,1778,1412,377,4254,2,1426,0,43,0,115,5296,3897,1399,2292,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,3567,1578,289,5758,2024,2852,2633,219,500,463,37,1499,1405,94,828,740,88,25,25,0,5711,567,3079,2761,583,2178,398,20,18,0,436,1154,435,1180,470,461,333,723,5833,309,85,83,"$30,226","$75,663,500",1938,1615,323,1357,258,119,930,889,0,255,42,80,0,"$450,000","$107,377,600",35.183707807,3.6117647059
"2005600","Bronx County","New York",2308,1106,1202,164,326,184,598,671,365,1464,22,742,0,25,0,31,2144,1318,826,594,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,113,0,1634,644,163,2308,666,1165,1058,107,77,63,14,515,482,33,561,501,60,12,12,0,2276,291,1422,886,307,579,216,0,0,30,246,529,154,755,273,380,337,318,2308,130,147,60,"$25,035","$36,871,900",1074,909,165,828,81,126,485,458,5,47,40,12,0,"$651,300","$66,900,000",34.133442109,2.5390539054
"2005902","Bronx County","New York",2600,1076,1524,301,401,407,642,583,266,1892,63,596,49,0,0,0,2299,1544,755,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1491,508,277,2574,737,1166,985,181,236,142,94,499,452,47,400,360,40,31,31,0,2546,173,1917,683,298,385,260,0,0,10,270,533,169,860,284,496,456,334,2600,251,106,111,"$36,250","$41,480,600",1142,1029,113,851,178,0,47,1095,0,194,21,0,0,"$147,500","$31,570,000",31.497972006,2.5267249757
"2006000","Bronx County","New York",1503,731,772,190,272,241,461,233,106,1324,41,105,0,9,0,0,1313,1017,296,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,242,90,1500,482,654,621,33,172,147,25,341,335,6,131,129,2,10,10,0,1471,233,835,668,111,557,117,0,5,0,122,277,65,293,123,81,62,208,1503,120,10,5,"$40,743","$17,274,300",392,358,34,291,67,15,116,261,0,128,18,0,0,"$425,000","$30,572,000",36.783818227,4.1983240223
"2006100","Bronx County","New York",3569,1446,2123,130,427,333,618,995,1066,378,60,3052,0,0,0,0,3439,528,2911,185,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,2679,417,839,3557,387,1780,1478,302,195,90,105,590,499,91,783,677,106,212,212,0,3558,107,3187,382,295,87,100,13,0,23,136,792,308,1686,327,1202,1170,336,3569,114,0,61,"$42,839","$104,234,700",2172,1994,178,882,1112,12,61,2099,0,25,16,15,0,"$31,000","$111,545,400",24.569891521,1.7898696088
"2006200","Bronx County","New York",7244,3462,3782,708,1547,921,1911,1402,755,4990,1,2253,0,0,0,0,6536,4073,2463,2363,34,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,4068,1680,464,7244,2597,3002,2645,357,639,519,120,1452,1353,99,805,695,110,106,78,28,7123,510,4718,2526,597,1929,697,24,0,16,737,1681,659,1642,912,620,534,1112,7241,568,99,211,"$26,758","$84,834,800",2490,2301,189,2150,151,76,610,1767,0,263,61,27,0,"$412,900","$53,579,000",36.618576203,3.1468926554
"2006300","Bronx County","New York",5447,2594,2853,354,1063,513,1727,1374,416,3604,196,1310,47,255,0,35,5093,3514,1579,1358,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,106,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3517,1334,683,5425,1680,2804,2470,334,337,294,43,1431,1227,204,952,865,87,84,84,0,5411,742,3277,2170,1012,1158,305,29,21,0,355,1167,422,1576,632,831,699,692,5425,277,215,137,"$33,051","$86,904,300",2082,1998,84,1772,226,43,239,1745,12,343,64,23,0,"$222,500","$55,105,000",34.261476438,2.7152152152
"2006400","Bronx County","New York",4021,1896,2125,462,484,505,1319,841,410,2373,142,1182,36,204,0,84,3559,2165,1394,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,2570,537,563,4021,1166,1783,1523,260,268,229,39,1019,887,132,478,407,71,18,0,18,3911,268,2734,1287,686,601,104,22,0,10,136,789,365,874,325,450,332,433,4009,256,118,113,"$41,875","$62,823,300",1426,1239,187,1056,183,189,840,369,28,102,40,64,0,"$463,200","$73,542,000",32.113531576,3.2356739306
"2006500","Bronx County","New York",5588,2605,2983,384,1394,786,1833,931,260,3500,134,1778,0,117,0,41,5204,3644,1560,1845,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,89,0,47,0,3024,1274,272,5516,2771,2303,2102,201,424,366,58,1276,1231,45,583,485,98,20,20,0,5537,692,3563,2025,458,1567,509,0,0,24,533,1088,275,1486,626,673,571,768,5462,313,200,206,"$20,938","$52,707,300",1930,1761,169,1748,13,50,285,1595,0,254,58,46,0,"","",37.953994581,3.1016467916
