time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1987-12-08T15:32:16.100Z,38.782,-122.748,4,3.8,ml,,,,,us,usp0003b30,2014-11-07T00:41:21.945Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-12-02T11:14:55.800Z,37.035,-121.45,7,3.7,ml,,,,,us,usp0003avc,2014-11-07T00:41:19.877Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-11-30T15:49:03.800Z,37.542,-121.672,6,3.3,ml,,,,,us,usp0003aq1,2014-11-07T00:41:16.338Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-11-27T06:39:22.790Z,36.254,-120.293,5.469,3.48,ml,0,131.5,,0.174,ci,ci736768,2016-02-04T04:50:55.900Z,"14km NNE of Coalinga, CA",earthquake,,,,4,reviewed,ci,ci
1987-11-12T13:28:14.200Z,38.84,-122.787,1,3,ml,,,,,us,usp0003a36,2014-11-07T00:41:13.481Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-11-07T23:14:57.600Z,38.828,-122.787,2,3,ml,,,,,us,usp00039yx,2014-11-07T00:41:12.598Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-11-07T15:06:00.910Z,36.5941667,-121.2015,8.7,4,ml,44,45,0.1075,0.05,nc,nc10085478,2016-06-08T06:10:47.830Z,"21km NNE of Soledad, California",earthquake,0.14,0.51,,6,reviewed,nc,nc
1987-11-02T23:21:36.600Z,38.795,-122.758,3,3.2,ml,,,,,us,usp00039us,2014-11-07T00:41:10.827Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-11-01T22:11:13.400Z,37.297,-121.685,7,3.2,ml,,,,,us,usp00039tw,2014-11-07T00:41:10.183Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-11-01T01:42:53.700Z,38.793,-122.742,13,3.1,ml,,,,,us,usp00039ta,2014-11-07T00:41:09.482Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-10-31T03:27:05.520Z,36.105,-120.148,5.406,3.11,ml,0,177.4,,0.249,ci,ci734071,2016-02-03T22:57:59.760Z,"11km N of Avenal, CA",earthquake,,,,8,reviewed,ci,ci
1987-10-30T23:10:42.700Z,37.907,-122.298,5,3.2,ml,,,,,us,usp00039s0,2014-11-07T00:41:08.025Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-10-28T19:52:29.300Z,36.585,-121.237,9,3.2,ml,,,,,us,usp00039q1,2014-11-07T00:41:07.605Z,Central California,earthquake,,,,,reviewed,brk,brk
1987-10-22T03:48:00.300Z,37.805,-121.743,7,4.1,mb,,,,,us,usp00039g5,2014-11-07T00:41:06.160Z,"San Francisco Bay area, California",earthquake,,,,1,reviewed,brk,us
1987-10-14T23:00:22.760Z,37.482,-119.369,4.573,3.29,ml,0,121.5,,0.287,ci,ci732854,2016-02-04T00:55:15.010Z,"30km NE of Oakhurst, CA",earthquake,,,,5,reviewed,ci,ci
1987-10-14T20:58:54.100Z,37.484,-119.366,4.573,3.04,ml,0,121.7,,0.218,ci,ci732841,2016-02-04T02:53:05.020Z,"30km NE of Oakhurst, CA",earthquake,,,,4,reviewed,ci,ci
1987-10-09T14:09:26.200Z,37.487,-119.383,4.573,3.31,ml,0,127.2,,0.151,ci,ci732469,2016-02-04T00:55:07.170Z,"29km NE of Oakhurst, CA",earthquake,,,,6,reviewed,ci,ci
1987-10-08T16:20:23.600Z,37.848,-122.233,4,3,ml,,,,,us,usp000392w,2014-11-07T00:41:04.291Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-10-06T16:30:25.900Z,38.828,-122.798,1,3.1,ml,,,,,us,usp0003916,2014-11-07T00:41:03.724Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-09-29T07:04:50.930Z,38.754,-122.722,5,3.2,ml,,,,0.9,us,usp00038u0,2014-11-07T00:40:58.599Z,Northern California,earthquake,,,,,reviewed,us,brk
1987-09-29T07:04:10.200Z,38.795,-122.768,1,3,ml,,,,,us,usp00038tz,2014-11-07T00:40:58.597Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-09-20T18:23:24.200Z,38.805,-122.768,2,3.7,ml,,,,,us,usp00038jn,2014-11-07T00:40:57.511Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-09-19T18:33:59.300Z,37.785,-122.577,12,3.3,ml,,,,,us,usp00038hh,2014-11-07T00:40:57.353Z,offshore Northern California,earthquake,,,,,reviewed,brk,brk
1987-09-18T09:40:50.990Z,36.284,-120.322,5.375,3.4,ml,0,139.7,,0.107,ci,ci623564,2016-02-04T01:35:09.210Z,"16km NNE of Coalinga, CA",earthquake,,,,6,reviewed,ci,ci
1987-09-15T10:48:38.110Z,36.305,-120.359,5.469,3.5,ml,0,121.1,,0.117,ci,ci623399,2016-02-04T05:27:37.010Z,"18km N of Coalinga, CA",earthquake,,,,7,reviewed,ci,ci
1987-09-15T02:06:42.420Z,36.124,-119.87,5.312,3.52,ml,0,100.1,,0.245,ci,ci623380,2016-02-04T00:13:15.080Z,"15km NNE of Kettleman City, CA",earthquake,,,,8,reviewed,ci,ci
1987-09-12T18:54:16.800Z,37.29,-121.688,8,3.4,ml,,,,,us,usp00038bh,2014-11-07T00:40:56.214Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-08-29T03:59:33.700Z,38.212,-119.412,5,3.5,ml,,,,,us,usp00037x0,2014-11-07T00:40:50.138Z,Central California,earthquake,,,,,reviewed,brk,brk
1987-08-29T00:06:24.600Z,36.27,-121.728,3,3.2,ml,,,,,us,usp00037wy,2014-11-07T00:40:50.124Z,Central California,earthquake,,,,,reviewed,brk,brk
1987-08-28T05:16:33.800Z,37.923,-122.29,8,3.4,ml,,,,,us,usp00037w9,2014-11-07T00:40:50.071Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-08-26T10:13:17.800Z,36.258,-120.312,5.302,3.39,ml,0,133.9,,0.113,ci,ci621775,2016-02-04T03:31:17.620Z,"14km NNE of Coalinga, CA",earthquake,,,,4,reviewed,ci,ci
1987-08-26T09:49:46.600Z,37.15,-121.148,3,3.7,ml,,,,,us,usp00037ue,2014-11-07T00:40:49.901Z,Central California,earthquake,,,,,reviewed,brk,brk
1987-08-26T09:10:21.400Z,38.217,-119.388,6,3.1,ml,,,,,us,usp00037ub,2014-11-07T00:40:49.892Z,Central California,earthquake,,,,,reviewed,brk,brk
1987-08-26T08:51:22.300Z,38.225,-119.378,10,3.3,ml,,,,,us,usp00037u8,2014-11-07T00:40:49.887Z,Central California,earthquake,,,,,reviewed,brk,brk
1987-08-24T10:29:52.630Z,36.011,-120.098,5.218,3.18,ml,0,91.7,,0.204,ci,ci621593,2016-02-04T00:53:56.430Z,"3km ENE of Avenal, CA",earthquake,,,,4,reviewed,ci,ci
1987-08-21T05:40:23.200Z,37.733,-122.115,7,3.1,ml,,,,,us,usp00037pa,2014-11-07T00:40:49.318Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-08-05T07:34:21.260Z,36.226,-120.267,5.277,3.26,ml,0,124.4,,0.128,ci,ci727458,2016-02-03T19:38:26.910Z,"12km NE of Coalinga, CA",earthquake,,,,3,reviewed,ci,ci
1987-07-22T22:05:24.600Z,38.742,-122.588,2,3.1,ml,,,,,us,usp00036vr,2014-11-07T00:40:41.817Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-07-07T18:30:25.000Z,37.252,-121.667,5,3.8,ml,,,,,us,usp00036ep,2014-11-07T00:40:39.836Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-07-02T11:03:26.500Z,37.932,-122.04,7,3.5,ml,,,,,us,usp000368q,2014-11-07T00:40:36.799Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-06-23T11:55:46.610Z,35.989,-120.407,17.44,3.15,mh,0,208.3,,0.095,ci,ci724551,2016-02-04T03:30:18.560Z,"10km NNE of Parkfield, CA",earthquake,,5.918,,3,reviewed,ci,ci
1987-06-23T11:52:44.620Z,36.185,-120.039,5.28,3.22,ml,0,204.6,,0.306,ci,ci132669,2016-02-03T23:34:03.820Z,"6km ESE of Huron, CA",earthquake,,,,5,reviewed,ci,ci
1987-06-22T02:36:48.270Z,36.201,-120.473,5.28,3.32,ml,0,137,,0.138,ci,ci724463,2016-02-04T04:09:09.360Z,"12km WNW of Coalinga, CA",earthquake,,,,3,reviewed,ci,ci
1987-06-12T05:43:29.200Z,37.305,-121.887,10,3.2,ml,,,,,us,usp00035qq,2014-11-07T00:40:32.187Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-06-07T21:24:16.900Z,38.823,-122.845,2,3.5,ml,,,,,us,usp00035mb,2014-11-07T00:40:31.650Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-06-02T23:53:41.420Z,36.324,-120.362,5.375,3.63,ml,0,124.2,,0.273,ci,ci723312,2016-02-04T01:33:27.130Z,"20km N of Coalinga, CA",earthquake,,,,4,reviewed,ci,ci
1987-05-31T03:34:50.200Z,37.735,-122.123,3,3.2,ml,,,,,us,usp00035dk,2014-11-07T00:40:27.336Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-05-30T00:54:40.400Z,38.852,-122.78,1,3.3,ml,,,,,us,usp00035cg,2014-11-07T00:40:27.198Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-05-28T08:37:58.240Z,38.796,-122.7776667,0.561,3.28,ml,40,36,0.01778,0.05,nc,nc101044,2016-05-10T02:10:15.460Z,"2km NW of The Geysers, California",earthquake,0.12,0.32,,2,reviewed,nc,nc
1987-05-26T07:59:40.400Z,37.752,-122.133,3,3,ml,,,,,us,usp0003592,2014-11-07T00:40:26.807Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-05-26T07:01:12.200Z,37.755,-122.132,4,3.4,ml,,,,,us,usp000358x,2014-11-07T00:40:26.794Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-05-15T08:38:50.770Z,36.148,-120.192,5.28,3.01,ml,0,115.6,,0.175,ci,ci722152,2016-02-04T00:52:27.250Z,"10km SW of Huron, CA",earthquake,,,,5,reviewed,ci,ci
1987-05-11T06:45:47.500Z,37.803,-122.175,4,4.3,ml,,,,,us,usp00034wy,2014-11-07T00:40:24.304Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-05-08T14:28:16.500Z,38.852,-122.778,2,3,ml,,,,,us,usp00034u9,2014-11-07T00:40:23.869Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-05-07T17:25:27.900Z,38.832,-122.793,4,3.3,ml,,,,,us,usp00034tj,2014-11-07T00:40:23.765Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-04-30T19:24:23.030Z,36.841,-121.256,4.813,4.07,ml,0,214.5,,0.349,ci,ci721452,2016-02-03T20:16:19.080Z,"10km ENE of Ridgemark, CA",earthquake,,,,7,reviewed,ci,ci
1987-04-23T12:01:27.600Z,37.329,-121.715,6,3.1,ml,,,,,us,usp00034de,2014-11-07T00:40:16.735Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-04-21T15:47:15.500Z,37.442,-121.8,7,3.4,ml,,,,,us,usp00034bd,2014-11-07T00:40:16.501Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-04-18T16:32:00.940Z,36.317,-120.87,5.299,3.16,mc,0,213.9,,0.079,ci,ci720850,2016-02-04T00:52:03.210Z,"26km ENE of King City, CA",earthquake,,,,28,reviewed,ci,ci
1987-04-13T11:23:47.100Z,37.263,-121.68,7,3.4,ml,,,,,us,usp000344k,2014-11-07T00:40:14.196Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-04-10T04:51:46.400Z,37.563,-121.677,8,3.6,ml,,,,,us,usp000341z,2014-11-07T00:40:13.775Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-03-29T05:26:39.100Z,38.798,-122.778,2,3,ml,,,,,us,usp00033r9,2014-11-07T00:40:07.643Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-03-23T15:22:43.690Z,36.093,-119.916,5.374,3.33,ml,0,99.2,,0.309,ci,ci719176,2016-02-04T02:10:53.630Z,"10km NNE of Kettleman City, CA",earthquake,,,,8,reviewed,ci,ci
1987-03-20T15:45:10.900Z,38.423,-119.448,9,3.8,ml,,,,,us,usp00033fw,2014-11-07T00:40:05.581Z,Central California,earthquake,,,,,reviewed,brk,brk
1987-03-20T08:36:12.700Z,38.817,-122.855,4,3,ml,,,,,us,usp00033fg,2014-11-07T00:40:05.524Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-03-18T16:59:47.460Z,36.223,-120.299,5.28,3.51,ml,0,126,,0.153,ci,ci718958,2016-02-04T00:51:34.640Z,"11km NNE of Coalinga, CA",earthquake,,,,5,reviewed,ci,ci
1987-03-18T16:33:42.040Z,36.217,-120.299,5.302,3.34,ml,0,124.8,,0.183,ci,ci718956,2016-02-03T22:15:30.140Z,"10km NNE of Coalinga, CA",earthquake,,,,4,reviewed,ci,ci
1987-03-13T15:08:00.800Z,38.803,-122.818,5,3.5,ml,,,,,us,usp000339j,2014-11-07T00:40:03.914Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-03-11T07:49:16.700Z,36.593,-121.228,5,3.1,ml,,,,,us,usp000336p,2014-11-07T00:40:03.223Z,Central California,earthquake,,,,,reviewed,brk,brk
1987-03-04T09:55:28.600Z,36.169,-120.187,5.261,3.43,ml,0,127.8,,0.126,ci,ci129793,2016-02-04T04:46:03.920Z,"8km WSW of Huron, CA",earthquake,,,,7,reviewed,ci,ci
1987-03-03T23:38:59.390Z,36.195,-120.276,5.302,3.32,ml,0,119.2,,0.117,ci,ci718224,2016-02-04T05:24:35.110Z,"10km NE of Coalinga, CA",earthquake,,,,3,reviewed,ci,ci
1987-02-28T16:34:18.400Z,37.457,-121.697,6,3.1,ml,,,,,us,usp00032vr,2014-11-07T00:39:54.599Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-02-28T16:24:28.300Z,37.455,-121.7,6,4,ml,,,,,us,usp00032vq,2014-11-07T00:39:54.595Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-02-27T12:29:55.100Z,38.815,-122.795,5,3.4,ml,,,,,us,usp00032ug,2014-11-07T00:39:54.319Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-02-25T07:13:05.920Z,36.296,-119.886,5.334,3.23,ml,0,109.9,,0.385,ci,ci717763,2016-02-04T05:24:30.170Z,"4km NNE of Lemoore Station, CA",earthquake,,,,5,reviewed,ci,ci
1987-02-21T13:02:18.690Z,36.661,-121.326,4.928,3.53,ml,0,247.3,,0.231,ci,ci717571,2016-02-04T03:28:32.640Z,"17km SSE of Ridgemark, CA",earthquake,,,,7,reviewed,ci,ci
1987-02-15T14:07:06.980Z,36.203,-120.266,5.277,3.24,ml,0,119.9,,0.214,ci,ci717304,2016-02-03T23:32:25.430Z,"11km NE of Coalinga, CA",earthquake,,,,3,reviewed,ci,ci
1987-02-14T08:37:48.680Z,36.196,-120.255,5.277,3.14,ml,0,118.1,,0.188,ci,ci717255,2016-02-03T22:15:01.850Z,"11km ENE of Coalinga, CA",earthquake,,,,4,reviewed,ci,ci
1987-02-14T07:26:53.420Z,35.964,-120.701,5.277,4.63,ml,0,173.9,,0.388,ci,ci717253,2016-02-03T22:53:32.490Z,"24km N of San Miguel, CA",earthquake,,,,8,reviewed,ci,ci
1987-02-14T05:54:16.870Z,35.973,-120.698,5.277,4.19,ml,0,176.7,,0.374,ci,ci717249,2016-02-03T20:15:21.890Z,"24km N of San Miguel, CA",earthquake,,,,3,reviewed,ci,ci
1987-02-12T19:43:18.300Z,38.795,-122.763,2,3.6,ml,,,,,us,usp00032ea,2014-11-07T00:39:51.456Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-02-10T05:24:23.500Z,37.513,-121.698,7,3.1,ml,,,,,us,usp00032bn,2014-11-07T00:39:50.703Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-02-09T16:08:51.000Z,37.518,-121.695,7,3.5,ml,,,,,us,usp00032b0,2014-11-07T00:39:50.052Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-02-01T17:53:19.000Z,37.71,-122.515,9,3.5,ml,,,,,us,usp000323q,2014-11-07T00:39:44.534Z,offshore Northern California,earthquake,,,,,reviewed,brk,brk
1987-02-01T14:51:51.300Z,37.717,-122.525,9,3,ml,,,,,us,usp000323j,2014-11-07T00:39:44.463Z,offshore Northern California,earthquake,,,,,reviewed,brk,brk
1987-01-31T03:02:58.380Z,36.462,-121.643,5.155,3.35,mc,0,264.8,,0.393,ci,ci716517,2016-02-04T00:09:45.330Z,"12km ESE of Carmel Valley Village, CA",earthquake,,,,28,reviewed,ci,ci
1987-01-30T01:34:44.800Z,37.732,-122.145,9,3.5,ml,,,,,us,usp0003215,2014-11-07T00:39:41.296Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1987-01-19T08:09:04.400Z,37.15,-121.582,7,4.3,ml,,,,,us,usp00031s0,2014-11-07T00:39:39.835Z,Northern California,earthquake,,,,,reviewed,brk,brk
1987-01-15T03:35:04.700Z,36.37,-121.86,6,3,ml,,,,,us,usp00031pa,2014-11-07T00:39:39.405Z,Central California,earthquake,,,,,reviewed,brk,brk
1987-01-07T12:13:37.700Z,38.79,-122.782,2,4,ml,,,,,us,usp00031fj,2014-11-07T00:39:37.757Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-12-31T18:33:48.600Z,38.817,-122.813,5,3.4,ml,,,,,us,usp00031aj,2014-11-07T00:39:32.710Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-12-31T17:05:50.100Z,37.437,-121.713,4,3,ml,,,,,us,usp00031ag,2014-11-07T00:39:32.691Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-12-29T15:28:04.900Z,37.458,-121.8,6,3.8,mb,,,,,us,usp000318p,2014-11-07T00:39:32.287Z,"San Francisco Bay area, California",earthquake,,,,2,reviewed,brk,us
1986-12-26T10:29:18.200Z,38.823,-122.792,4,3.1,ml,,,,,us,usp000315f,2014-11-07T00:39:31.394Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-12-20T02:19:41.800Z,37.453,-121.802,6,3.6,ml,,,,,us,usp000310j,2014-11-07T00:39:30.510Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1986-12-14T23:00:23.000Z,38.842,-122.412,9,3.6,ml,,,,,us,usp00030w1,2014-11-07T00:39:29.725Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-12-14T22:58:51.900Z,38.857,-122.415,10,3.2,ml,,,,,us,usp00030w0,2014-11-07T00:39:29.722Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-12-13T10:20:17.500Z,37.563,-121.668,4,3,ml,,,,,us,usp00030ur,2014-11-07T00:39:29.481Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-12-13T01:47:06.400Z,38.315,-122.163,10,3.1,ml,,,,,us,usp00030uj,2014-11-07T00:39:29.438Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-12-11T23:07:24.100Z,37.573,-121.663,5,3.3,ml,,,,,us,usp00030tg,2014-11-07T00:39:29.228Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-12-11T14:18:05.300Z,37.568,-121.665,4,4.1,ml,,,,,us,usp00030t5,2014-11-07T00:39:29.135Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-12-02T23:09:01.170Z,36.149,-120.047,5.28,3.19,ml,0,180,,0.201,ci,ci713958,2016-02-04T03:27:20.890Z,"8km SE of Huron, CA",earthquake,,,,6,reviewed,ci,ci
1986-11-28T03:45:57.000Z,38.842,-122.79,2,3,ml,,,,,us,usp00030f5,2014-11-07T00:39:23.332Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-11-24T15:08:01.300Z,36.597,-121.242,4,3.1,ml,,,,,us,usp00030c0,2014-11-07T00:39:22.768Z,Central California,earthquake,,,,,reviewed,brk,brk
1986-11-24T04:31:48.620Z,36.125,-119.951,5.28,3.36,ml,0,100.8,,0.296,ci,ci129280,2016-02-03T20:53:46.070Z,"13km N of Kettleman City, CA",earthquake,,,,8,reviewed,ci,ci
1986-11-22T18:36:57.440Z,36.114,-119.978,5.28,3.18,ml,0,100.8,,0.263,ci,ci713464,2016-02-04T04:05:59.430Z,"12km N of Kettleman City, CA",earthquake,,,,4,reviewed,ci,ci
1986-11-18T14:07:11.690Z,36.231,-120.785,5.299,3,mc,0,186.7,,0.078,ci,ci713209,2016-02-03T19:34:45.360Z,"31km E of King City, CA",earthquake,,,,21,reviewed,ci,ci
1986-11-13T20:52:50.350Z,36.226,-120.181,5.28,3.37,ml,0,118.9,,0.372,ci,ci712949,2016-02-04T00:08:44.020Z,"8km WNW of Huron, CA",earthquake,,,,4,reviewed,ci,ci
1986-11-12T22:07:16.320Z,36.174,-120.075,5.28,3.41,ml,0,106.2,,0.331,ci,ci712887,2016-02-03T23:31:11.600Z,"4km SE of Huron, CA",earthquake,,,,6,reviewed,ci,ci
1986-11-10T15:22:34.400Z,38.805,-122.822,2,3.3,ml,,,,,us,usp0002zvq,2014-11-07T00:39:20.356Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-11-02T03:46:14.500Z,37.638,-122.483,9,3,ml,,,,,us,usp0002zkp,2014-11-07T00:39:17.058Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1986-11-01T19:23:38.300Z,38.715,-119.54,17,4.6,ml,,,,,us,usp0002zk7,2014-11-07T00:39:16.686Z,Nevada,earthquake,,,,,reviewed,brk,brk
1986-11-01T14:50:57.400Z,37.347,-121.73,6,3.5,ml,,,,,us,usp0002zk0,2014-11-07T00:39:15.885Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1986-11-01T08:40:12.600Z,38.797,-122.755,6,3.3,ml,,,,,us,usp0002zjp,2014-11-07T00:39:15.087Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-10-31T18:46:14.200Z,36.947,-121.572,7,3.7,ml,,,,,us,usp0002zj1,2014-11-07T00:39:13.182Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-10-30T18:12:08.300Z,36.827,-121.578,4,3.1,ml,,,,,us,usp0002zh9,2014-11-07T00:39:13.110Z,Central California,earthquake,,,,,reviewed,brk,brk
1986-10-28T21:29:00.800Z,38.772,-122.79,2,3.2,ml,,,,,us,usp0002zfg,2014-11-07T00:39:12.295Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-10-27T02:06:45.500Z,37.175,-121.583,8,3.8,ml,,,,,us,usp0002zd3,2014-11-07T00:39:12.013Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-10-21T13:14:58.600Z,36.76,-121.367,11,3.3,ml,,,,,us,usp0002z6k,2014-11-07T00:39:10.888Z,Central California,earthquake,,,,,reviewed,brk,brk
1986-10-12T06:43:02.100Z,38.72,-123.5,13,4.2,mb,,,,,us,usp0002yvp,2014-11-07T00:39:08.835Z,offshore Northern California,earthquake,,,,3,reviewed,brk,us
1986-10-11T06:39:38.100Z,37.825,-121.952,6,3,ml,,,,,us,usp0002yuu,2014-11-07T00:39:08.683Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1986-10-11T05:17:36.200Z,37.842,-121.94,7,4.7,ml,,,,,us,usp0002yut,2014-11-07T00:39:08.680Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1986-10-09T02:06:23.000Z,37.297,-121.688,5,3,ml,,,,,us,usp0002yt2,2014-11-07T00:39:08.330Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-09-23T14:41:16.130Z,37.304,-121.655,5.572,3,mc,0,270.8,,0.376,ci,ci608045,2016-02-04T00:07:45.330Z,"16km E of Seven Trees, CA",earthquake,,,,9,reviewed,ci,ci
1986-09-23T06:15:50.990Z,36.706,-121.315,4.928,3.2,mc,0,216.5,,0.627,ci,ci608023,2016-02-03T20:52:30.800Z,"13km SSE of Ridgemark, CA",earthquake,,,,15,reviewed,ci,ci
1986-09-19T06:26:33.990Z,36.313,-120.325,5.28,3.44,ml,0,118.5,,0.107,ci,ci709602,2016-02-03T21:31:44.260Z,"19km N of Coalinga, CA",earthquake,,,,6,reviewed,ci,ci
1986-09-14T08:15:55.300Z,36.882,-121.325,7,3.1,ml,,,,,us,usp0002y2h,2014-11-07T00:39:00.698Z,Central California,earthquake,,,,,reviewed,brk,brk
1986-09-12T23:38:10.520Z,36.27,-120.442,5.28,3.52,ml,0,125.4,,0.118,ci,ci607508,2016-02-04T00:07:31.710Z,"16km NNW of Coalinga, CA",earthquake,,,,8,reviewed,ci,ci
1986-09-05T18:13:41.400Z,38.828,-122.802,2,3.1,ml,,,,,us,usp0002xv3,2014-11-07T00:38:58.597Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-09-03T04:31:14.800Z,37.295,-121.667,10,4.2,ml,,,,,us,usp0002xsj,2014-11-07T00:38:57.788Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-08-22T16:54:51.870Z,36.648,-121.01,4.928,3.18,mc,0,192.3,,0.221,ci,ci707660,2016-02-04T05:21:08.190Z,"37km ESE of Ridgemark, CA",earthquake,,,,24,reviewed,ci,ci
1986-08-21T01:04:29.200Z,37.533,-121.675,6,3.1,ml,,,,,us,usp0002xc6,2014-11-07T00:38:52.951Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-08-20T09:57:05.000Z,37.118,-121.565,7,3.3,ml,,,,,us,usp0002xbg,2014-11-07T00:38:52.842Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-08-20T07:02:16.800Z,37.122,-121.563,6,3.4,ml,,,,,us,usp0002xb9,2014-11-07T00:38:52.788Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-08-15T08:45:18.840Z,36.252,-120.839,5.329,3.26,mc,0,166.4,,0.064,ci,ci707023,2016-02-03T21:30:40.840Z,"26km E of King City, CA",earthquake,,,,23,reviewed,ci,ci
1986-08-04T03:41:41.900Z,37.432,-121.783,7,3.4,ml,,,,,us,usp0002wv0,2014-11-07T00:38:48.519Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,brk,brk
1986-07-28T13:00:12.970Z,36.17,-120.206,5.174,3.16,ml,0,111.2,,0.214,ci,ci704830,2016-02-03T23:28:35.060Z,"10km WSW of Huron, CA",earthquake,,,,3,reviewed,ci,ci
1986-07-26T07:12:15.930Z,37.529,-121.645,5,3.1,ml,,,,0.8,us,usp0002whq,2014-11-07T00:38:44.017Z,Northern California,earthquake,,,,,reviewed,us,brk
1986-07-23T07:39:09.840Z,38.653,-119.539,5,4.3,ml,,,,0.7,us,usp0002wdq,2014-11-07T00:38:43.657Z,Central California,earthquake,,,,,reviewed,us,brk
1986-07-19T02:24:43.320Z,36.359,-120.345,5.28,3.38,ml,0,127,,0.281,ci,ci703230,2016-02-03T22:09:54.610Z,"24km N of Coalinga, CA",earthquake,,,,4,reviewed,ci,ci
1986-07-16T20:59:03.800Z,37.297,-121.662,6,3,ml,,,,,us,usp0002w2x,2014-11-07T00:38:42.098Z,Northern California,earthquake,,,,,reviewed,brk,brk
1986-07-08T00:40:22.900Z,36.08,-121.862,14,4.4,mb,,,,,us,usp0002vt9,2014-11-07T00:38:40.347Z,offshore Central California,earthquake,,,,9,reviewed,brk,us
1986-07-07T03:49:16.800Z,38.788,-122.78,2,3.2,ml,,,,,us,usp0002vs4,2014-11-07T00:38:39.997Z,Northern California,earthquake,,,,,reviewed,brk,brk
