time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1998-06-15T01:59:22.920Z,37,-120,5.881,3.6,mc,0,304.5,,0.108,ci,ci9057304,2016-02-12T17:08:41.882Z,"6km NNE of Parksdale, California",earthquake,,,,79,reviewed,ci,ci
1998-06-15T01:59:22.390Z,37.039,-121.479,8.6,4,mwr,,,,,us,usp0008pxk,2014-11-07T01:05:24.900Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-06-14T13:22:04.070Z,38.815,-122.808,5.4,3.3,ml,,,,,us,usp0008pws,2014-11-07T01:05:24.818Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-06-13T19:14:07.760Z,37.871,-121.821,16.8,3.2,md,,,,,us,usp0008puz,2014-11-07T01:05:24.625Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1998-06-12T07:04:58.840Z,36.314,-120.422,5.631,3.09,ml,0,96.6,,0.389,ci,ci9056982,2016-02-11T20:59:12.013Z,"20km NNW of Coalinga, California",earthquake,,,,41,reviewed,ci,ci
1998-06-12T06:32:33.470Z,36.312,-120.424,5.631,3.23,ml,0,96.8,,0.335,ci,ci9056972,2016-02-12T17:08:32.985Z,"20km NNW of Coalinga, California",earthquake,,,,32,reviewed,ci,ci
1998-06-10T20:51:42.890Z,38.801,-122.81,4.6,3,ml,,,,,us,usp0008pq2,2014-11-07T01:05:23.969Z,Northern California,earthquake,,,,,reviewed,nc,us
1998-06-05T16:20:41.700Z,36.833,-121.551,5.2,3,md,,,,,us,usp0008pcx,2014-11-07T01:05:22.452Z,Central California,earthquake,,,,,reviewed,nc,nc
1998-06-02T12:52:07.040Z,36.835,-121.564,6.7,3,ml,,,,,us,usp0008p6n,2014-11-07T01:05:20.867Z,Central California,earthquake,,,,,reviewed,nc,brk
1998-06-01T22:31:04.280Z,38.801,-122.8,2.7,3.1,md,,,,,us,usp0008p5h,2014-11-07T01:05:20.473Z,Northern California,earthquake,,,,,reviewed,nc,nc
1998-06-01T13:59:50.460Z,36.55,-121.068,7.6,3,md,,,,,us,usp0008p51,2014-11-07T01:05:20.338Z,Central California,earthquake,,,,,reviewed,nc,nc
1998-05-28T20:31:32.980Z,36.81,-121.541,8.2,4.2,mwr,,,,,us,usp0008nw2,2014-11-07T01:05:16.592Z,Central California,earthquake,,,,,reviewed,nc,brk
1998-05-28T16:11:36.150Z,38.826,-122.802,4.3,3,md,,,,,us,usp0008nvr,2014-11-07T01:05:16.520Z,Northern California,earthquake,,,,,reviewed,nc,nc
1998-05-28T01:15:57.230Z,38.814,-122.813,4,3,ml,,,,,us,usp0008nu7,2014-11-07T01:05:16.332Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-05-01T16:43:51.120Z,36.129,-120.217,8.4,3.1,ml,,,,,us,usp0008m90,2014-11-07T01:05:08.507Z,Central California,earthquake,,,,,reviewed,nc,brk
1998-04-11T08:01:11.860Z,38.806,-122.81,2,3.1,md,,,,,us,usp0008jvb,2014-11-07T01:04:58.395Z,Northern California,earthquake,,,,,reviewed,nc,nc
1998-04-08T05:05:40.120Z,38.781,-122.76,3.8,3,ml,,,,,us,usp0008jqz,2014-11-07T01:04:57.770Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-03-28T07:31:57.910Z,38.82,-122.806,5.8,3.2,ml,,,,,us,usp0008j5e,2014-11-07T01:04:51.005Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-03-28T02:31:59.250Z,38.791,-122.773,2.8,3,ml,,,,,us,usp0008j51,2014-11-07T01:04:50.959Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-03-17T01:39:49.340Z,38.822,-122.804,5.3,3.5,ml,,,,,us,usp0008hk6,2014-11-07T01:04:46.438Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-03-15T06:50:29.790Z,36.829,-121.55,5,3,ml,,,,,us,usp0008hgz,2014-11-07T01:04:46.097Z,Central California,earthquake,,,,,reviewed,nc,us
1998-03-14T10:52:27.950Z,37.377,-122.266,9.6,3,ml,,,,,us,usp0008hfm,2014-11-07T01:04:45.924Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-03-13T14:47:38.940Z,38.808,-122.804,3.8,3.2,ml,,,,,us,usp0008hee,2014-11-07T01:04:45.641Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-03-13T13:04:01.410Z,37.754,-122.115,11.9,3.1,md,,,,,us,usp0008he3,2014-11-07T01:04:45.591Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1998-03-11T19:25:36.570Z,36.69,-121.318,4.1,3,md,,,,,us,usp0008hbe,2014-11-07T01:04:45.277Z,Central California,earthquake,,,,,reviewed,nc,nc
1998-03-04T12:47:51.530Z,36.939,-121.686,12.5,3.1,ml,,,,,us,usp0008gxs,2014-11-07T01:04:41.517Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-03-04T06:01:37.430Z,36.835,-121.596,6.4,3.1,ml,,,,,us,usp0008gxc,2014-11-07T01:04:41.450Z,Central California,earthquake,,,,,reviewed,nc,brk
1998-03-04T06:01:00.880Z,36.844,-121.573,5.6,3,ml,,,,,us,usp0008gxb,2014-11-07T01:04:41.447Z,Central California,earthquake,,,,,reviewed,nc,brk
1998-02-27T21:58:23.400Z,36.717,-121.011,5.7,3.3,ml,,,,,us,usp0008gpy,2014-11-07T01:04:35.867Z,Central California,earthquake,,,,,reviewed,nc,brk
1998-02-26T05:36:21.580Z,38.785,-122.77,2.6,3.1,ml,,,,,us,usp0008gm8,2014-11-07T01:04:35.569Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-02-12T14:23:47.340Z,36.248,-120.267,5.222,3.04,mc,0,91.7,,0.327,ci,ci9042503,2016-02-12T01:58:05.472Z,"14km NE of Coalinga, California",earthquake,,,,91,reviewed,ci,ci
1998-02-12T05:46:41.550Z,38.849,-122.792,2.7,3.1,ml,,,,,us,usp0008fv8,2014-11-07T01:04:32.246Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-02-04T02:16:15.620Z,38.787,-122.782,3.2,3.1,md,,,,,us,usp0008fdh,2014-11-07T01:04:28.695Z,Northern California,earthquake,,,,,reviewed,nc,nc
1998-02-03T11:05:32.840Z,38.808,-122.768,3.6,3.4,ml,,,,,us,usp0008fcd,2014-11-07T01:04:28.239Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-02-02T21:10:57.170Z,38.8,-122.768,2.6,3.3,ml,,,,,us,usp0008fbf,2014-11-07T01:04:27.736Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-01-27T17:43:26.450Z,38.798,-122.729,4.1,3.1,ml,,,,,us,usp0008f27,2014-11-07T01:04:23.318Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-01-26T06:00:53.630Z,37.037,-121.489,9.4,3,ml,,,,,us,usp0008ezm,2014-11-07T01:04:22.936Z,Northern California,earthquake,,,,,reviewed,nc,brk
1998-01-18T14:49:33.670Z,38.797,-122.797,1.7,3.1,ml,,,,,us,usp0008ekc,2014-11-07T01:04:21.110Z,Northern California,earthquake,,,,,reviewed,nc,us
1998-01-08T23:12:23.830Z,37.381,-121.301,0.6,3.4,ml,,,,,us,usp0008dyq,2014-11-07T01:04:18.524Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-12-30T17:10:35.500Z,36.936,-121.683,12.557,3.1,mh,0,0,,0,ci,ci9036764,2016-02-12T19:33:33.429Z,"5km ESE of Interlaken, California",earthquake,,,,0,reviewed,ci,ci
1997-12-28T08:25:42.500Z,36.6,-121.199,5.138,3.2,mh,0,0,,0,ci,ci9036502,2016-02-12T16:55:50.816Z,"23km NNE of Soledad, California",earthquake,,,,0,reviewed,ci,ci
1997-12-25T17:25:24.460Z,38.732,-119.622,0.1,3.1,md,,,,,us,usp0008d6g,2014-11-07T01:04:10.345Z,Northern California,earthquake,,,,,reviewed,nc,nc
1997-12-13T11:51:16.130Z,37.283,-122.051,4.8,3,ml,,,,,us,usp0008cjz,2014-11-07T01:04:07.214Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,brk
1997-12-12T11:36:15.570Z,36.112,-120.217,5.222,3.4,ml,0,110.1,,0.357,ci,ci9034725,2016-02-12T19:32:19.232Z,"13km ESE of Coalinga, California",earthquake,,,,84,reviewed,ci,ci
1997-12-09T14:30:57.780Z,36.316,-120.378,5.35,3.28,ml,0,85.1,,0.367,ci,ci9034226,2016-02-13T03:09:48.582Z,"20km N of Coalinga, California",earthquake,,,,76,reviewed,ci,ci
1997-12-07T08:22:03.040Z,36.852,-121.58,4.557,3,mh,4,249,,0.39,ci,ci9033972,2016-02-13T03:09:42.310Z,"4km W of San Juan Bautista, California",earthquake,99,31.61,,0,reviewed,ci,ci
1997-12-06T10:34:52.080Z,36.394,-120.266,5.246,3.56,ml,0,164.6,,0.281,ci,ci9033885,2016-02-13T00:34:04.509Z,"25km SSW of San Joaquin, California",earthquake,,,,83,reviewed,ci,ci
1997-12-05T23:10:23.720Z,38.796,-122.736,2.4,3.1,ml,,,,,us,usp0008byz,2014-11-07T01:04:04.706Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-11-27T04:04:55.870Z,38.672,-119.769,3.629,3.5,mh,0,171.7,,0.495,ci,ci9032865,2016-02-12T16:53:40.022Z,"24km S of Gardnerville Ranchos, Nevada",earthquake,,,,0,reviewed,ci,ci
1997-11-22T02:22:46.050Z,38.891,-123.22,0.9,3.4,md,,,,,us,usp0008b3s,2014-11-07T01:03:56.514Z,Northern California,earthquake,,,,,reviewed,nc,nc
1997-11-22T01:33:18.830Z,38.887,-123.218,3.1,3.9,mwr,,,,,us,usp0008b3q,2014-11-07T01:03:56.510Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-11-19T21:05:17.950Z,37.617,-122.015,4.5,3.3,ml,,,,,us,usp0008azw,2014-11-07T01:03:56.108Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,brk
1997-11-16T00:00:49.100Z,36.816,-121.545,6.043,3.4,ml,0,0,1.068,0,ci,ci9031375,2016-02-12T06:45:29.429Z,"3km S of San Juan Bautista, California",earthquake,,,,0,reviewed,ci,ci
1997-10-30T22:33:13.450Z,36.713,-121.166,8.1,3.1,ml,,,,,us,usp00089tq,2014-11-07T01:03:47.075Z,Central California,earthquake,,,,,reviewed,nc,us
1997-10-30T21:28:28.400Z,36.71,-121.044,0.6,3.1,ml,,,,,us,usp00089tn,2014-11-07T01:03:47.070Z,Central California,earthquake,,,,,reviewed,nc,us
1997-10-30T21:11:08.500Z,36.714,-121.018,0.043,3.8,mw,0,0,,0,ci,ci9029046,2016-02-13T10:37:35.801Z,"33km ESE of Ridgemark, California",earthquake,,,,0,reviewed,ci,ci
1997-10-27T14:30:50.660Z,37.726,-122.547,9.9,3.1,ml,,,,,us,usp00089pb,2014-11-07T01:03:46.468Z,offshore Northern California,earthquake,,,,,reviewed,nc,us
1997-10-24T05:04:45.300Z,36.53,-121.113,5.27,3.2,ml,0,0,,0,ci,ci9027895,2016-02-13T10:37:17.132Z,"22km ENE of Soledad, California",earthquake,,,,0,reviewed,ci,ci
1997-10-08T04:02:25.510Z,39.041,-123.123,5.8,3.1,ml,,,,,us,usp00088qw,2014-11-07T01:03:39.823Z,Northern California,earthquake,,,,,reviewed,nc,us
1997-10-06T12:17:18.550Z,38.789,-122.771,1.3,3.3,ml,,,,,us,usp00088mt,2014-11-07T01:03:38.110Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-10-05T23:28:15.550Z,35.954,-120.525,8.289,3.53,ml,0,119.1,,0.231,ci,ci9025566,2016-02-12T19:28:29.187Z,"10km NW of Parkfield, California",earthquake,,6.408,,54,reviewed,ci,ci
1997-09-30T01:46:30.570Z,38.386,-122.606,9,3.1,ml,,,,,us,usp000889n,2014-11-07T01:03:32.716Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-09-26T19:58:02.470Z,37.286,-121.664,7,3.2,ml,,,,,us,usp000882z,2014-11-07T01:03:31.637Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-09-12T17:08:23.110Z,36.784,-121.502,8,3.6,mwr,,,,,us,usp00087f7,2014-11-07T01:03:28.629Z,Central California,earthquake,,,,,reviewed,nc,brk
1997-09-12T16:20:44.910Z,36.252,-120.278,5.324,3.25,mc,0,145.3,,0.233,ci,ci3296928,2016-02-11T23:15:52.040Z,"14km NNE of Coalinga, California",earthquake,,,,79,reviewed,ci,ci
1997-09-06T13:03:45.950Z,36.438,-121.014,6.9,3.2,ml,,,,,us,usp0008775,2014-11-07T01:03:27.600Z,Central California,earthquake,,,,,reviewed,nc,us
1997-08-31T00:24:13.990Z,37.736,-122.09,9.4,3,ml,,,,,us,usp00086xs,2014-11-07T01:03:21.724Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,brk
1997-08-20T14:37:48.900Z,38.756,-119.622,-2.371,3.3,ml,0,0,,0,ci,ci9020726,2016-02-12T14:14:34.872Z,"18km SE of Gardnerville Ranchos, Nevada",earthquake,,,,0,reviewed,ci,ci
1997-08-20T04:11:46.300Z,36.837,-121.569,6.557,3.1,ml,0,0,,0,ci,ci3296788,2016-02-13T08:05:23.680Z,"3km WSW of San Juan Bautista, California",earthquake,,,,0,reviewed,ci,ci
1997-08-14T08:53:35.630Z,37.736,-122.547,1.6,3,ml,,,,,us,usp0008675,2014-11-07T01:03:18.688Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
1997-08-06T11:04:37.300Z,36.979,-121.467,6.557,3.6,mw,0,0,,0,ci,ci9018862,2016-02-11T20:37:43.725Z,"10km ESE of Gilroy, California",earthquake,,,,0,reviewed,ci,ci
1997-08-03T15:50:53.940Z,39.021,-123.066,3.7,3,ml,,,,,us,usp00085r9,2014-11-07T01:03:15.253Z,Northern California,earthquake,,,,,reviewed,nc,us
1997-07-31T23:56:07.460Z,38.756,-122.723,2.6,3.2,ml,,,,,us,usp00085n8,2014-11-07T01:03:12.194Z,Northern California,earthquake,,,,,reviewed,nc,us
1997-07-30T11:30:38.900Z,37.571,-121.667,6.881,3.3,ml,0,0,,0,ci,ci9018092,2016-02-12T21:53:52.377Z,"15km SE of Livermore, California",earthquake,,,,0,reviewed,ci,ci
1997-07-17T19:46:37.200Z,36.965,-121.597,6.557,3.9,mw,0,0,,0,ci,ci9016626,2016-02-12T16:45:12.975Z,"5km SSW of Gilroy, California",earthquake,,,,0,reviewed,ci,ci
1997-07-14T06:11:11.800Z,37.18,-122.324,14.557,3.5,mw,0,0,,0,ci,ci9016151,2016-02-13T10:31:31.407Z,"19km WNW of Boulder Creek, California",earthquake,,,,0,reviewed,ci,ci
1997-07-09T16:14:47.660Z,37.934,-122.026,11.8,3,md,,,,,us,usp00084kv,2014-11-07T01:03:06.953Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1997-07-07T20:47:22.210Z,38.806,-122.822,1.8,3.1,md,,,,,us,usp00084hb,2014-11-07T01:03:06.552Z,Northern California,earthquake,,,,,reviewed,nc,nc
1997-06-13T19:14:56.120Z,36.647,-121.261,3.8,3.1,md,,,,,us,usp00083fu,2014-11-07T01:02:56.079Z,Central California,earthquake,,,,,reviewed,nc,nc
1997-06-02T06:25:22.240Z,36.604,-121.205,6.2,3.1,md,,,,,us,usp000832b,2014-11-07T01:02:52.679Z,Central California,earthquake,,,,,reviewed,nc,nc
1997-05-29T18:28:44.000Z,37.119,-121.523,7.557,3.4,mw,0,0,,0,ci,ci9011884,2016-02-12T19:20:36.622Z,"9km ENE of San Martin, California",earthquake,,,,0,reviewed,ci,ci
1997-05-29T10:21:06.800Z,37.117,-121.521,7.557,3.4,mw,0,0,,0,ci,ci9011851,2016-02-13T07:58:53.761Z,"9km ENE of San Martin, California",earthquake,,,,0,reviewed,ci,ci
1997-05-02T12:31:05.610Z,37.707,-122.516,5,3.2,ml,,,,,us,usp00081ms,2014-11-07T01:02:43.037Z,offshore Northern California,earthquake,,,,,reviewed,nc,brk
1997-04-17T01:52:54.410Z,36.878,-121.611,7.7,3.2,ml,,,,,us,usp00080q2,2014-11-07T01:02:35.520Z,Central California,earthquake,,,,,reviewed,nc,brk
1997-04-17T01:44:36.810Z,36.881,-121.618,7.5,3.1,md,,,,,us,usp00080q0,2014-11-07T01:02:35.516Z,Central California,earthquake,,,,,reviewed,nc,nc
1997-04-17T01:43:13.890Z,36.882,-121.62,7.8,3,ml,,,,,us,usp00080pz,2014-11-07T01:02:35.514Z,Central California,earthquake,,,,,reviewed,nc,brk
1997-04-16T17:02:47.960Z,36.879,-121.615,7.8,3.2,ml,,,,,us,usp00080pa,2014-11-07T01:02:35.438Z,Central California,earthquake,,,,,reviewed,nc,us
1997-04-16T16:41:03.500Z,36.88,-121.614,7.557,3.3,ml,0,0,,0,ci,ci3295475,2016-02-12T14:02:51.302Z,"3km ESE of Aromas, California",earthquake,,,,0,reviewed,ci,ci
1997-04-14T11:27:37.780Z,38.791,-122.756,2.7,3.2,ml,,,,,us,usp00080jf,2014-11-07T01:02:34.161Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-04-13T22:53:16.900Z,38.824,-122.8,4.5,3,md,,,,,us,usp00080gc,2014-11-07T01:02:33.975Z,Northern California,earthquake,,,,,reviewed,nc,nc
1997-04-01T18:37:18.690Z,38.156,-121.939,20.9,3.4,md,,,,,us,usp0007zu1,2014-11-07T01:02:27.754Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1997-04-01T01:36:54.870Z,38.148,-121.937,21.5,3.6,md,,,,,us,usp0007zsw,2014-11-07T01:02:26.455Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1997-03-27T22:53:07.610Z,38.149,-121.941,21.7,3.4,md,,,,,us,usp0007zkd,2014-11-07T01:02:23.394Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1997-03-27T22:47:53.000Z,38.149,-121.939,22.1,3.5,md,,,,,us,usp0007zkc,2014-11-07T01:02:23.392Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1997-03-27T18:01:43.170Z,38.152,-121.946,21.8,3.3,md,,,,,us,usp0007zjs,2014-11-07T01:02:23.355Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1997-03-27T17:16:42.850Z,38.155,-121.948,22.7,3.3,md,,,,,us,usp0007zjn,2014-11-07T01:02:23.341Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1997-03-27T15:39:49.000Z,38.147,-121.947,20.557,3.5,ml,0,0,,0,ci,ci7063496,2016-02-12T19:15:43.723Z,"13km SE of Suisun, California",earthquake,,,,0,reviewed,ci,ci
1997-03-27T14:01:24.220Z,38.147,-121.936,21.4,3.4,md,,,,,us,usp0007zjd,2014-11-07T01:02:23.304Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1997-03-27T13:38:08.830Z,38.148,-121.934,21.3,3.2,md,,,,,us,usp0007zjc,2014-11-07T01:02:23.301Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1997-03-27T11:30:07.000Z,38.147,-121.945,21.4,3.4,md,,,,,us,usp0007zhy,2014-11-07T01:02:23.275Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1997-03-27T10:10:45.240Z,38.15,-121.938,20.7,3.2,md,,,,,us,usp0007zhp,2014-11-07T01:02:23.237Z,"San Francisco Bay area, California",earthquake,,,,,reviewed,nc,nc
1997-03-24T19:54:33.900Z,38.85,-119.638,2.629,3.3,ml,0,0,,0,ci,ci7063177,2016-02-13T10:24:24.937Z,"10km ESE of Gardnerville Ranchos, Nevada",earthquake,,,,0,reviewed,ci,ci
1997-03-22T11:31:49.200Z,36.838,-121.409,9.557,3.8,mb,0,0,,0,ci,ci7062984,2016-02-13T00:18:46.113Z,"1km SW of Hollister, California",earthquake,,,,0,reviewed,ci,ci
1997-03-16T18:24:35.140Z,38.758,-122.722,2.4,3,md,,,,,us,usp0007yxp,2014-11-07T01:02:20.114Z,Northern California,earthquake,,,,,reviewed,nc,nc
1997-03-13T21:14:07.110Z,36.745,-121.447,7.5,3.1,md,,,,,us,usp0007ysz,2014-11-07T01:02:19.679Z,Central California,earthquake,,,,,reviewed,nc,nc
1997-03-11T06:33:53.400Z,37.714,-122.567,3.813,3.6,ml,0,0,,0,ci,ci7061748,2016-02-12T11:26:17.212Z,"8km WNW of Broadmoor, California",earthquake,,,,0,reviewed,ci,ci
1997-03-11T06:30:16.300Z,37.712,-122.567,4.557,3.6,ml,0,0,,0,ci,ci7061746,2016-02-12T19:14:31.444Z,"8km WNW of Broadmoor, California",earthquake,,,,0,reviewed,ci,ci
1997-03-07T16:18:53.810Z,38.794,-122.781,2.4,3,md,,,,,us,usp0007yf9,2014-11-07T01:02:18.382Z,Northern California,earthquake,,,,,reviewed,nc,nc
1997-03-04T05:51:42.250Z,38.801,-122.8,2,3.3,ml,,,,,us,usp0007y88,2014-11-07T01:02:16.862Z,Northern California,earthquake,,,,,reviewed,nc,us
1997-02-18T18:43:16.420Z,38.951,-123.003,6.7,3.1,md,,,,,us,usp0007xev,2014-11-07T01:02:09.833Z,Northern California,earthquake,,,,,reviewed,nc,nc
1997-02-18T02:15:56.760Z,38.793,-122.744,2.9,3.3,ml,,,,,us,usp0007xdv,2014-11-07T01:02:09.745Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-02-14T12:17:04.480Z,38.726,-119.649,0.4,3,ml,,,,,us,usp0007x7h,2014-11-07T01:02:08.919Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-02-11T22:05:28.370Z,38.353,-122.638,6.1,3,ml,,,,,us,usp0007x3h,2014-11-07T01:02:08.350Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-02-08T21:08:36.400Z,36.715,-121.348,2.138,3,ml,0,0,,0,ci,ci7058907,2016-02-12T11:24:15.644Z,"11km S of Ridgemark, California",earthquake,,,,0,reviewed,ci,ci
1997-02-05T00:25:41.000Z,38.361,-122.651,6.557,3.9,ml,0,0,,0,ci,ci7058516,2016-02-12T01:33:24.355Z,"5km ENE of Rohnert Park, California",earthquake,,,,0,reviewed,ci,ci
1997-02-04T23:45:45.230Z,38.361,-122.647,6.1,3.6,mw,,,,,us,usp0007wsw,2014-11-07T01:02:06.327Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-02-02T02:20:20.870Z,36.184,-120.187,5.177,3.96,ml,0,112.1,,0.378,ci,ci7058285,2016-02-12T06:27:26.006Z,"8km WSW of Huron, California",earthquake,,,,74,reviewed,ci,ci
1997-01-25T06:55:37.300Z,38.802,-122.798,2,3.4,ml,,,,,us,usp0007wb2,2014-11-07T01:02:00.173Z,Northern California,earthquake,,,,,reviewed,nc,brk
1997-01-09T03:31:47.840Z,38.849,-119.585,5,3.1,ml,,,,0.78,us,usp0007vn9,2014-11-07T01:01:56.975Z,Nevada,earthquake,,,,,reviewed,us,brk
1997-01-02T22:36:09.260Z,39.014,-123.061,3.2,4.1,mw,,,,,us,usp0007vcp,2014-11-07T01:01:54.794Z,Northern California,earthquake,,,,,reviewed,nc,brk
1996-12-28T22:06:47.700Z,37.039,-121.485,6.557,3,ml,0,0,,0,ci,ci7054708,2016-02-12T01:30:43.071Z,"8km ENE of Gilroy, California",earthquake,,,,0,reviewed,ci,ci
1996-12-25T10:06:41.550Z,38.702,-119.44,5,3.4,ml,,,,0.9,us,usp0007uz8,2014-11-07T01:01:49.449Z,Nevada,earthquake,,,,,reviewed,us,brk
1996-12-23T21:23:49.800Z,38.669,-119.435,2.629,3.1,ml,0,0,,0,ci,ci7054230,2016-02-12T13:53:48.853Z,"15km SSW of Smith Valley, Nevada",earthquake,,,,0,reviewed,ci,ci
1996-12-15T13:07:31.800Z,36.878,-121.631,10,3.1,ml,,,,,ci,ci7053353,2016-02-12T11:19:53.018Z,"2km SE of Aromas, California",earthquake,,,,0,reviewed,ci,ci
1996-12-13T23:15:24.500Z,38.678,-119.491,2.629,3.6,ml,0,0,,0,ci,ci7053184,2016-02-12T21:38:41.898Z,"17km SW of Smith Valley, Nevada",earthquake,,,,0,reviewed,ci,ci
1996-12-13T16:53:16.110Z,38.923,-119.9398333,-0.109,4.2,ml,8,298,,1.83,ci,ci7053104,2016-02-13T07:47:15.301Z,"4km E of South Lake Tahoe, California",earthquake,24.83,31.61,,0,reviewed,ci,ci
1996-12-09T07:39:16.600Z,38.713,-119.52,5,3,ml,,,,,ci,ci7052457,2016-02-12T19:07:52.167Z,"17km WSW of Smith Valley, Nevada",earthquake,,,,0,reviewed,ci,ci
1996-12-09T06:05:55.700Z,38.708,-119.482,3.712,3.2,ml,0,0,,0,ci,ci7052455,2016-02-13T07:46:47.082Z,"15km SW of Smith Valley, Nevada",earthquake,,,,0,reviewed,ci,ci
1996-12-08T16:42:53.210Z,38.636,-119.592,3.629,3.07,mc,0,287.2,,0.431,ci,ci7052395,2016-02-12T06:22:49.763Z,"27km SW of Smith Valley, Nevada",earthquake,,,,34,reviewed,ci,ci
1996-12-08T16:42:02.060Z,38.69,-119.495,5,3,ml,,,,0.92,us,usp0007u4h,2014-11-07T01:01:45.635Z,Nevada,earthquake,,,,,reviewed,us,us
1996-12-05T17:06:36.470Z,36.298,-120.413,5.484,3.51,ml,0,95.8,,0.213,ci,ci3287813,2016-02-12T16:29:30.277Z,"18km NNW of Coalinga, California",earthquake,,,,72,reviewed,ci,ci
1996-12-04T21:21:15.240Z,38.793,-122.76,1.9,4.4,mw,,,,,us,usp0007tyx,2014-11-07T01:01:44.206Z,Northern California,earthquake,,,,,reviewed,nc,brk
1996-11-20T16:27:45.600Z,36.68,-121.274,4.185,3.1,ml,0,0,,0,ci,ci7049853,2016-02-12T21:35:53.722Z,"17km SSE of Ridgemark, California",earthquake,,,,0,reviewed,ci,ci
1996-11-19T08:50:09.300Z,37.38,-121.735,8.557,3.1,ml,0,0,,0,ci,ci7049716,2016-02-12T06:21:00.374Z,"7km E of East Foothills, California",earthquake,,,,0,reviewed,ci,ci
1996-11-18T06:56:52.500Z,38.792,-122.742,2.557,3.9,ml,0,0,,0,ci,ci7049589,2016-02-12T13:49:03.055Z,"2km NE of The Geysers, California",earthquake,,,,0,reviewed,ci,ci
1996-11-18T00:20:10.500Z,36.837,-121.574,6.557,3,ml,0,0,,0,ci,ci7049577,2016-02-13T07:44:05.625Z,"3km WSW of San Juan Bautista, California",earthquake,,,,0,reviewed,ci,ci
1996-11-17T01:42:37.430Z,38.786,-122.758,1.4,3,md,,,,,us,usp0007t4h,2014-11-07T01:01:36.103Z,Northern California,earthquake,,,,,reviewed,nc,nc
1996-11-01T19:38:18.830Z,36.802,-121.518,3.7,3,md,,,,,us,usp0007s9d,2014-11-07T01:01:30.318Z,Central California,earthquake,,,,,reviewed,nc,nc
1996-10-25T01:26:31.250Z,38.794,-122.749,2.5,3.3,ml,,,,,us,usp0007rwy,2014-11-07T01:01:25.513Z,Northern California,earthquake,,,,,reviewed,nc,us
1996-10-19T12:17:15.170Z,38.82,-122.813,1.9,3.5,md,,,,,us,usp0007rnu,2014-11-07T01:01:23.919Z,Northern California,earthquake,,,,,reviewed,nc,nc
1996-10-12T04:27:20.590Z,38.747,-122.725,1.5,3.3,ml,,,,,us,usp0007r9w,2014-11-07T01:01:22.127Z,Northern California,earthquake,,,,,reviewed,nc,brk
1996-10-12T04:25:47.020Z,38.745,-122.717,2.9,3.9,mw,,,,,us,usp0007r9v,2014-11-07T01:01:22.121Z,Northern California,earthquake,,,,,reviewed,nc,brk
